source,#,bodyAR,bodyDV,takhrij
سنن ابن ماجه,3056,قامَ رسولُ اللَّهِ صلَّى اللَّهُ علَيهِ وسلَّمَ بالخيفِ من منًى ، فقالَ : نضَّرَ اللَّهُ امرأً سمِعَ مقالتي ، فبلَّغَها ، فرُبَّ حاملِ فِقهٍ ، غيرُ فَقيهٍ ، وربَّ حاملِ فِقهٍ إلى من هوَ أفقَهُ منهُ ، ثلاثٌ لا يُغلُّ علَيهِنَّ قلبُ مؤمنٍ : إخلاصُ العملِ للَّهِ ، والنَّصيحةُ لوُلاةِ المسلمينَ ، ولزومُ جماعتِهِم ، فإنَّ دَعوتَهُم ، تُحيطُ مِن ورائِهِم,ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިމަން ނަބިއްޔާގެ ބަސްފުޅު އަޑުއަހައި، އެ ފޯރުކޮށްދީފި މީހާގެ މޫނު އުޖާލާ ކުރައްވާށިއެވެ. އެހެނީ، ފަހަރެއްގައި ފިގްހެއް އުފުލާ މީހަކު، ފަގީހަކަށް ނުވެދާނެއެވެ. (އެބަހީ: އިލްމެއް ރައްކާކޮށް ނަގުލުކުރާ މީހަކު، އެ ރަނގަޅަށް ފަހުމްވާ އިލްމުވެރިއަކަށް ނުވެދާނެއެވެ.) އަދި ފަހަރެއްގައި ފިގްހެއް އުފުލާ މީހަކު، އޭނާއަށް ވުރެ (ބޮޑަށް ފަހުމްވާ) ފިގްހުވެރިއަކަށް އެ ފޯރުކޮށްދީފާނެއެވެ. ތިން ކަމެއްގައި މުއުމިނެއްގެ ހިތެއް ޚިޔާނާތްތެރިއެއް ނުވާނެއެވެ. (އެބަހީ: ހަގީގީ މުއުމިނަކު އެ ކަންކަމުގައި ބޭވަފާތެރިއެއް ނުވާނެއެވެ.) އެއީ ﷲ އަށް އަމަލުތައް އިޚްލާސްތެރި ކުރުމެވެ. އަދި ވެރިންނަށް ނަސޭހަތްދިނުމެވެ. އަދި އެބައިމީހުންގެ ޖަމާއަތަށް ލާޒިމުވުމެވެ. އެހެނީ ހަމަކަށަވަރުން އެބައިމީހުންގެ ދައުވަތުން އެބައިމީހުންގެ ފަހަތުގައިވި ބަޔަކު ވަށާލެވި (ރައްކާތެރި ކުރެވިގެންދެއެވެ.)“,
سنن ابن ماجه,3199,"""كُلُوهُ إِنْ شِئْتُمْ فَإِنَّ ذَكَاتَهُ ذَكَاةُ أُمِّهِ""","އަބޫ ސައީދުލް ޚުދްރީ ރިވާ ކުރެއްވިއެވެ. އަހަރެމެން ރަސޫލާ ޞައްލަﷲ ޢަލައިހިވަސައްލަމަ އަރިހުން (ކަތިލާތަކެތީގެ ބަނޑުގައި އޮންނަ) ދަރިއާއި ބެހޭގޮތުން ސުވާލު ކުރެއްވިއެވެ. ފަހެ އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ ""ތިޔަބައިމީހުން ކާންބޭނުންނަމަ އެ ކާށެވެ. އެހެނީ އޭތީގެ މަންމަ ކަތިލުމަކީ އޭތީގެވެސް ކަތިލުމެވެ.""",
سنن ابن ماجه,3371,حَدَّثَنَا الْحُسَيْنُ بْنُ الْحَسَنِ الْمَرْوَزِيُّ، حَدَّثَنَا ابْنُ أَبِي عَدِيٍّ. (ح) وَحَدَّثَنَا إِبْرَاهِيمُ بْنُ سَعِيدٍ الْجَوْهَرِيُّ، حَدَّثَنَا عَبْدُ الْوَهَّابِ، جَمِيعًا عَنْ رَاشِدٍ أَبِي مُحَمَّدٍ الْحِمَّانِيِّ، عَنْ شَهْرِ بْنِ حَوْشَبٍ، عَنْ أُمِّ الدَّرْدَاءِ، عَنْ أَبِي الدَّرْدَاءِ قَالَ: أَوْصَانِي خَلِيلِي ﷺ: لَا تَشْرَبِ الْخَمْرَ، فَإِنَّهَا مِفْتَاحُ كُلِّ شَرٍّ.,އަބުއްދަރްދާއު ރިވާ ކުރެއްވިއެވެ: ތިމަންނަގެ ގާތް މިތުރު (ނަބިއްޔާ) ﷺ ތިމަންނައަށް ވަޞިއްޔަތް ކުރެއްވިއެވެ: ”ރާ ނުބޯށެވެ. ހަމަކަށަވަރުން އެއީ ހުރިހާ ނުބައި ކަމެއްގެ ތަޅުދަނޑިއެވެ.“,
سنن ابن ماجه,3371,حَدَّثَنَا الْحُسَيْنُ بْنُ الْحَسَنِ الْمَرْوَزِيُّ، حَدَّثَنَا ابْنُ أَبِي عَدِيٍّ. (ح) وَحَدَّثَنَا إِبْرَاهِيمُ بْنُ سَعِيدٍ الْجَوْهَرِيُّ، حَدَّثَنَا عَبْدُ الْوَهَّابِ، جَمِيعًا عَنْ رَاشِدٍ أَبِي مُحَمَّدٍ الْحِمَّانِيِّ، عَنْ شَهْرِ بْنِ حَوْشَبٍ، عَنْ أُمِّ الدَّرْدَاءِ، عَنْ أَبِي الدَّرْدَاءِ قَالَ: أَوْصَانِي خَلِيلِي ﷺ: لَا تَشْرَبِ الْخَمْرَ، فَإِنَّهَا مِفْتَاحُ كُلِّ شَرٍّ.,އަބުއްދަރްދާއު ރިވާ ކުރެއްވިއެވެ: ތިމަންނަގެ ގާތް މިތުރު (ނަބިއްޔާ) ﷺ ތިމަންނައަށް ވަޞިއްޔަތް ކުރެއްވިއެވެ: ”ރާ ނުބޯށެވެ. ހަމަކަށަވަރުން އެއީ ހުރިހާ ނުބައި ކަމެއްގެ ތަޅުދަނޑިއެވެ.“,
سنن ابن ماجه,3375,حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، وَمُحَمَّدُ بْنُ الصَّبَّاحِ، قَالَا: حَدَّثَنَا مُحَمَّدُ بْنُ سُلَيْمَانَ بْنِ الْأَصْبَهَانِيِّ، عَنْ سُهَيْلٍ، عَنْ أَبِيهِ، عَنْ أَبِي هُرَيْرَةَ قَالَ: قَالَ رَسُولُ اللهِ ﷺ: مُدْمِنُ الْخَمْرِ كَعَابِدِ وَثَنٍ.,އަބޫ ހުރައިރާ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ރާ ބުއިމަށް ދެވިހިފާފައިވާ މީހަކީ ބުދަށް އަޅުކަން ކުރާ މީހާ ފަދަ މީހެކެވެ.“,
سنن ابن ماجه,3447,حَدَّثَنَا مُحَمَّدُ بْنُ رُمْحٍ، وَمُحَمَّدُ بْنُ الْحَارِثِ الْمِصْرِيَّانِ، قَالَا: حَدَّثَنَا اللَّيْثُ بْنُ سَعْدٍ، عَنْ عُقَيْلٍ، عَنِ ابْنِ شِهَابٍ، أَخْبَرَنِي أَبُو سَلَمَةَ بْنُ عَبْدِ الرَّحْمَنِ، وَسَعِيدُ بْنُ الْمُسَيِّبِ، أَنَّ أَبَا هُرَيْرَةَ أَخْبَرَهُمَا أَنَّهُ سَمِعَ رَسُولَ اللهِ ﷺ يَقُولُ: إِنَّ فِي الْحَبَّةِ السَّوْدَاءِ شِفَاءً مِنْ كُلِّ دَاءٍ إِلَّا السَّامَ. وَالسَّامُ: الْمَوْتُ، وَالْحَبَّةُ السَّوْدَاءُ: الشُّونِيزُ.,އަބޫ ހުރައިރާ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑުއެހީމެވެ: ”ހަމަކަށަވަރުން ކަޅުދިރީގައި ސާއްމު ފިޔަވާ ކޮންމެ ބައްޔަކަށް ޝިފާވެއެވެ.“ (ޙަދީޘްގެ ރާވީއެއް ކަމަށްވާ އިބްނު ޝިހާބު ވިދާޅުވިއެވެ:) އަދި ސާއްމަކީ މަރެވެ. އަދި ކަޅުދިރިއަކީ ޝޫނީޒެވެ. (ނޯޓު: އޭރު އެ ޒަމާނުގައި ކަޅުދިރި މަޝްހޫރުވެފައިވަނީ އެ ނަމުންނެވެ.),
سنن ابن ماجه,3448,حَدَّثَنَا أَبُو سَلَمَةَ يَحْيَى بْنُ خَلَفٍ، حَدَّثَنَا أَبُو عَاصِمٍ، عَنْ عُثْمَانَ بْنِ عَبْدِ الْمَلِكِ قَالَ: سَمِعْتُ سَالِمَ بْنَ عَبْدِ اللهِ يُحَدِّثُ عَنْ أَبِيهِ، أَنَّ رَسُولَ اللهِ ﷺ قَالَ: عَلَيْكُمْ بِهَذِهِ الْحَبَّةِ السَّوْدَاءِ، فَإِنَّ فِيهَا شِفَاءً مِنْ كُلِّ دَاءٍ إِلَّا السَّامَ.,ޢަބްދު ﷲ ބިން ޢުމަރު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިޔަބައިމީހުންގެ މައްޗަށް އޮތީ މި ކަޅުދިރި ބޭނުން ކުރުމެވެ. އެހެނީ ހަމަކަށަވަރުން އޭގައި މަރު ފިޔަވާ ކޮންމެ ބައްޔަކަށް ޝިފާވެއެވެ.“,
سنن ابن ماجه,3449,حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، حَدَّثَنَا عُبَيْدُ اللهِ، أَخْبَرَنَا إِسْرَائِيلُ، عَنْ مَنْصُورٍ، عَنْ خَالِدِ بْنِ سَعْدٍ قَالَ: خَرَجْنَا وَمَعَنَا غَالِبُ بْنُ أَبْجَرَ، فَمَرِضَ فِي الطَّرِيقِ، فَقَدِمْنَا الْمَدِينَةَ وَهُوَ مَرِيضٌ، فَعَادَهُ ابْنُ أَبِي عَتِيقٍ، وَقَالَ لَنَا: عَلَيْكُمْ بِهَذِهِ الْحَبَّةِ السَّوْدَاءِ، فَخُذُوا مِنْهَا خَمْسًا أَوْ سَبْعًا فَاسْحَقُوهَا، ثُمَّ اقْطُرُوهَا فِي أَنْفِهِ بِقَطَرَاتِ زَيْتٍ، فِي هَذَا الْجَانِبِ وَفِي هَذَا الْجَانِبِ، فَإِنَّ عَائِشَةَ حَدَّثَتْهُمْ أَنَّهَا سَمِعَتْ رَسُولَ اللهِ ﷺ يَقُولُ: إِنَّ هَذِهِ الْحَبَّةَ السَّوْدَاءَ شِفَاءٌ مِنْ كُلِّ دَاءٍ إِلَّا أَنْ يَكُونَ السَّامُ. قُلْتُ: وَمَا السَّامُ؟ قَالَ: الْمَوْتُ.,"ޚާލިދު ބިން ސަޢުދު ރިވާ ކުރެއްވިއެވެ: ތިމަންމެން (ދަތުރެއްގައި) ނުކުތީމެވެ. އަދި ދިޔަ މަގުމަތީގައި ތިމަންމެންނާއެކުގައި އުޅުނު ޣާލިބު ބިން އަބްޖަރު ބަލިވިއެވެ. ތިމަންމެން މަދީނާއަށް ދެވުނު އިރުވެސް ޣާލިބު އުޅުނީ ބަލި ހާލުގައެވެ. ފަހެ އިބްނު އަބީ ޢަތީގު އެކަލޭފެފާނަށް ޒިޔާރާތް ކުރައްވާފައި ތިމަންމެންނަށް ދެންނެވިއެވެ: ތިޔަބައިމީހުންގެ މައްޗަށް އޮތީ މި ކަޅުދިރި ބޭނުން ކުރުމެވެ. ފަހެ އޭގެން ފަހެއް ނުވަތަ ހަތް އޮށް ނަގާފައި މުގުރާށެވެ. އެއަށްފަހު ތެލާ އެއްކޮށްފައި އޭނާގެ ނޭފަތް ތެރޭ މި ދެ ދިމާލަށް ވެސް ތިކި ޖަހާށެވެ. އެހެނީ ހަމަކަށަވަރުން ޢާއިޝާ ތިމަންނައަށް ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷺ ޙަދީޘް ކުރައްވަނިކޮށް އެ ކަމަނާ އަޑު އެއްސެވިއެވެ: ”ހަމަކަށަވަރުން މި ކަޅުދިރިއަކީ ސާއްމު ފިޔަވާ ކޮންމެ ބައްޔަކަށްވާ ޝިފާއެކެވެ.“ ތިމަން ކަމަނާ ދެންނެވީމެވެ: ސާއްމަކީ ކޮބައިތޯއެވެ؟ ނަބިއްޔާ ޙަދިޘް ކުރެއްވިއެވެ: ""މަރެވެ.“",
سنن ابن ماجه,3462,حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، وَمُحَمَّدُ بْنُ الصَّبَّاحِ، قَالَا: حَدَّثَنَا سُفْيَانُ بْنُ عُيَيْنَةَ، عَنِ الزُّهْرِيِّ، عَنْ عُبَيْدِ اللهِ بْنِ عَبْدِ اللهِ، عَنْ أُمِّ قَيْسٍ بِنْتِ مِحْصَنٍ قَالَتْ: دَخَلْتُ بِابْنٍ لِي عَلَى النَّبِيِّ ﷺ، وَقَدْ أَعْلَقْتُ عَلَيْهِ مِنَ الْعُذْرَةِ، فَقَالَ: عَلَامَ تَدْغَرْنَ أَوْلَادَكُنَّ بِهَذَا الْعِلَاقِ؟ عَلَيْكُمْ بِهَذَا الْعُودِ الْهِنْدِيِّ، فَإِنَّ فِيهِ سَبْعَةَ أَشْفِيَةٍ: يُسْعَطُ بِهِ مِنَ الْعُذْرَةِ، وَيُلَدُّ بِهِ مِنْ ذَاتِ الْجَنْبِ.,އުއްމު ގައިސް ބިންތި މިޙްޞަން ރިވާ ކުރެއްވިއެވެ: ތިމަން ކަމަނާގެ ފިރިހެން ކުޑަ ކުއްޖަކު ގޮވައިގެން، ރަސޫލު ﷲ ﷺ ގެ އަރިހަށް އަތުވީމެވެ. އެ ކުއްޖާއަށް ޓޮންސިލައިޓިސް ޖެހުމުގެ ސަބަބުން، އެ ކުއްޖާގެ ޓޮންސިލްތަކުގައި ތިމަން ކަމަނާ ފިއްތައިގެން ހުރީމެވެ. ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިޔަ ކަނބަލުންގެ ދަރިންގެ ޓޮންސިލްތަކުގައި ތި ގޮތަށް ފިއްތައިގެން ތިޔަ އަނިޔާ ކުރަނީ ކީއްވެތޯއެވެ؟ ތިޔަ ކަނބަލުންގެ މައްޗަށް އޮތީ މި އިންޑިޔާ ގުސްޠު ބޭނުން ކުރުމެވެ. އެހެނީ ހަމަކަށަވަރުން އޭގައި ހަތް ޝިފާއެއް ލެއްވިގެންވެއެވެ. އޭގެ ތެރެއިން ޕްލިއުރިސީއަށް ޝިފާ ހިމެނެއެވެ. ޓޮންސިލައިޓިސަށް ފަރުވާ ކުރުމަށް އޭތި ނޭފަތަށް ދަމާލާނީއެވެ. އަދި ޕްލިއުރިސީއށް ފަރުވާ ކުރުމަށް އޭތި ކޮލުދަތްތައް ކައިރީގައި ހާކާލާނީއެވެ.“,
سنن ابن ماجه,3468,حَدَّثَنَا أَبُو طَاهِرٍ أَحْمَدُ بْنُ عَمْرِو بْنِ السَّرْحِ الْمِصْرِيُّ، حَدَّثَنَا عَبْدُ اللهِ بْنُ وَهْبٍ، أَخْبَرَنَا يُونُسُ، وَابْنُ سَمْعَانَ، عَنِ ابْنِ شِهَابٍ، عَنْ عُبَيْدِ اللهِ بْنِ عَبْدِ اللهِ بْنِ عُتْبَةَ، عَنْ أُمِّ قَيْسٍ بِنْتِ مِحْصَنٍ قَالَتْ: قَالَ رَسُولُ اللهِ ﷺ: عَلَيْكُمْ بِالْعُودِ الْهِنْدِيِّ - يَعْنِي بِهِ الْكُسْتَ - فَإِنَّ فِيهِ سَبْعَةَ أَشْفِيَةٍ، مِنْهَا ذَاتُ الْجَنْبِ.,އުއްމު ގައިސް ބިންތި މިޙްޞަން ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ތިޔަބައިމީހުންގެ މައްޗަށް އޮތީ މި އިންޑިޔާ ގުސްޠު ބޭނުން ކުރުމެވެ. އެހެނީ ހަމަކަށަވަރުން އޭގައި ހަތް ޝިފާވެއެވެ. އޭގެ ތެރެއިން ޕްލިއުރިސީއަށް ޝިފާ ހިމެނެއެވެ.,
سنن ابن ماجه,3508,قَالَ رَسُولُ اللهِ ﷺ: اسْتَعِيذُوا بِاللهِ فَإِنَّ الْعَيْنَ حَقٌّ.,ﷲ ގެ ރަސޫލާ ﷺ ޙަދީޘްކުރެއްވިއެވެ. މާތް ﷲ ޙަޟްރަތުން ރައްކައުތެރިކަމަށް އެދޭށެވެ. ފަހެ ހަމަކަށަވަރުން އެސްފީނާއަކީ ޙަޤީޤަތެކެވެ.,
سنن ابن ماجه,3519,ما منكم من أحدٍ إلا له منزلانِ منزلٌ في الجنةِ ومنزلٌ في النارِ فإذا مات فدخل النارَ ورث أهلُ الجنةِ منزلَه فذلك قولُه تعالى ( أُولَئِكَ هُمُ الْوَارِثُونَ ),ރަސޫލުﷲ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަދީޘްކުރެއްވިއެވެ. “ތިޔަބައިމީހުންގެ ތެރެއިން ކޮންމެ މީހަކަށްވެސް ދެމަންޒިލު ލިބިގެންވެއެވެ. އެއީ ސުވަރުގޭގައިވާ މަންޒިލާއި އަދި ނަރަކައިގައިވާ މަންޒިލެވެ. ދެން އެމީހާ މަރުވުމަށްފަހު، ނަރަކައަށް ވަދެއްޖެނަމަ، ސުވަރުގޭގެ އަހުލުވެރިންނަށް އޭނާގެ ސުވަރުގޭގެ މަންޒިލު ވާރުތަވެއެވެ. އެއީ ﷲ ސުބުޙާނަހޫ ވަތަޢާލަގެ މިބަސްފުޅުގައިވާ ފަދައިންނެވެ.(أُولَئِكَ هُمْ الْوَارِثُونَ) (މާނައީ: އެބައިމީހުންނަކީ ވާރުތަވެރީންތަކެކެވެ)”,
سنن ابن ماجه,3800,"عن جَابِرَ بْنَ عَبْدِ اللَّهِ، رضى الله عنهما يَقُولُ سَمِعْتُ رَسُولَ اللَّهِ ﷺ يَقُولُ "" أَفْضَلُ الذِّكْرِ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَفْضَلُ الدُّعَاءِ الْحَمْدُ لِلَّهِ ""","ޖާބިރު ބިން ޢަބްދުﷲ ރަޟިޔަﷲ ޢަންހުމާގެ ކިބައިން ރިވާވެގެންވެއެވެ. ރަސޫލުﷲ ﷺ ޙަދީޘްކުރައްވާ އަޑު އެއްސެވީމެވެ. ""އެންމެ މާތް ޒިކުރަކީ لاَ إِلَهَ إِلاَّ اللَّهُ އެވެ. (ﷲފިޔަވައި ޙައްގުގޮތުގައި އަޅުކަންވެވޭ އިލާހެއްނުވެއެވެ) އަދި އެންމެ މާތް ދުއާއަކީ الْحَمْدُ لِلَّهِ އެވެ. (ޙަމްދުހުރި ﷲއަށެވެ)""",
سنن ابن ماجه,3846,"اللَّهُمَّ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَمَا قَرَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ عَمَلٍ وَأَعُوذُ بِكَ مِنَ النَّارِ وَمَا قَرَّبَ إِلَيْهَا مِنْ قَوْلٍ أَوْ عَمَلٍ وَأَسْأَلُكَ أَنْ تَجْعَلَ كُلَّ قَضَاءٍ قَضَيْتَهُ لِي خَيْرًا ‏""‏ ‏.",އޭ ﷲ އެވެ. މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ސުވަރުގެއަށް އެދި ދަންނަވަމެވެ. އަދި ބަހާއި އަމަލުން އެ ތަނާ ކައިރިކޮށްދޭނޭ ކޮންމެ ކަމަކަށް ވެސް އެދި ދަންނަވަމެވެ. އަދި އިބަ އިލާހުގެ ހަޒްރަތުން، މި އަޅާ ނަރަކައިން ރައްކާތެރިކޮށްދެއްވުން އެދެމެވެ. އަދި ބަހާއި އަމަލުން އެ ތަނާ ކައިރިކޮށްދޭނޭ ކޮންމެ ކަމަކުން ވެސް މި އަޅާ ރައްކާތެރިކޮށްދެއްވުން އެދެމެވެ. އަދި އިބަ އިލާހު މި އަޅާއަށް ނިޔާކުރެއްވި ކޮންމެ ކަމެއް އެއީ ހެވެއް ކަމުގައި ލެއްވުމަށް އެދި ދަންނަވަމެވެ.,
سنن ابن ماجه,3862,"عَنْ أَبِي هُرَيْرَةَ قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: "" ثَلَاثُ دَعَوَاتٍ يُسْتَجَابُ لَهُنَّ، لَا شَكَّ فِيهِنَّ: دَعْوَةُ الْمَظْلُومِ، وَدَعْوَةُ الْمُسَافِرِ، وَدَعْوَةُ الْوَالِدِ لِوَلَدِهِ ""","""އަބޫ ހުރައިރާގެ ކިބައިން ރިވާވެގެންވެއެވެ. އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަދީޘްކުރެއްވިއެވެ. ""ޝައްކެއްނެތް ގޮތުގައި ރިން މީހެއްގެ ދުއާ އިޖާބަ ކުރައްވާހުއްޓެވެ. އެއީ އަނިޔާ ލިބިގެންވާ މީހާގެ ދުއާއާއި ދަތުރުވެރިޔާގެ ދުއާއާއި ބައްޕަ ދަރިފުޅުގެ މައްޗަށްކުރާ ދުއާއެވެ.""",
سنن ابن ماجه,3871,"قَالَ سَمِعْتُ ابْنَ عُمَرَ، يَقُولُ لَمْ يَكُنْ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ يَدَعُ هَؤُلاَءِ الدَّعَوَاتِ حِينَ يُمْسِي وَحِينَ يُصْبِحُ ‏ ""‏ اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْوَ وَالْعَافِيَةَ فِي الدُّنْيَا وَالآخِرَةِ اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْوَ وَالْعَافِيَةَ فِي دِينِي وَدُنْيَاىَ وَأَهْلِي وَمَالِي اللَّهُمَّ اسْتُرْ عَوْرَاتِي وَآمِنْ رَوْعَاتِي وَاحْفَظْنِي مِنْ بَيْنِ يَدَىَّ وَمِنْ خَلْفِي وَعَنْ يَمِينِي وَعَنْ شِمَالِي وَمِنْ فَوْقِي وَأَعُوذُ بِكَ أَنْ أُغْتَالَ مِنْ تَحْتِي ‏""‏ ‏.‏ قَالَ وَكِيعٌ يَعْنِي الْخَسْفَ ‏.‏",އޭ ﷲ އެވެ. ހަމަކަށަވަރުން ދުނިޔެއާއި އާޚިރަތުގައި އާފިޔަތް ދެއްވުން އެދި މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުގައި ދަންނަވަމެވެ. އޭ ﷲ އެވެ. ހަމަކަށަވަރުން މި އަޅާގެ ދީނާއި، ދުނިޔެއާއި، އަހުލުވެރިންނާއި، މުދަލުގައި، އަފޫކުރެއްވުމާއި އާފިޔަތް ދެއްވުމަށް އެދި އިބަ އިލާހުގެ ހަޒްރަތުގައި ދަންނަވަމެވެ. އޭ ﷲ އެވެ. މި އަޅާގެ އައުރަތައް (އެބަހީ: އައިބުތަކާއި، ފެންނަން ނޭދޭ ކަންތައްތައް) ވަންހަނާކޮށްދެއްވާށިއެވެ. އަދި މި އަޅާގެ ބިރުގަތުންތަކުން އަމާންކަން ދެއްވާށިއެވެ. އޭ ﷲ އެވެ. މި އަޅާގެ ކުރިމަތިންނާއި، ފަހަތުންނާއި، ކަނާތް ފަރާތުންނާއި، ވާތް ފަރާތުންނާއި، މަތީން ވެސް، މި އަޅާ ރައްކާތެރިކޮށްދެއްވާށިއެވެ. އަދި ނޭނގި ހުއްޓައި މި އަޅާގެ ދަށުން ހަލާކު އައުމުން، އިބަ އިލާހުގެ ޢަޡަމަތްތެރިކަމުން (އެބަހީ: ގަދަކީރިތިވަންތަކަމުން) މި އަޅާ ރައްކާތެރިކަން ހޯދަމެވެ.,
سنن ابن ماجه,3971,مَنْ كَانَ يُؤْمِنُ بِاللَّهِ وَالْيَوْمِ الآخِرِ فَلْيَقُلْ خَيْرًا أَوْ لِيَسْكُتْ,ﷲ އަށާއި އާޚިރަތް ދުވަހަށް އީމާންވާ މީހާ، ފަހެ ހެޔޮ ބަހެއް ބުނާ ހުށިކަމެވެ. ނުވަތަ ހަނުހުންނަ ހުށިކަމެވެ.,
سنن ابن ماجه,3973,عَنْ مُعَاذِ بْنِ جَبَلٍ رَضِيَ اللهُ عَنْهُ: قَال رَسُولِ اللَّهِ ﷺ: (أَلَا أُخْبِرُك بِرَأْسِ الْأَمْرِ وَعَمُودِهِ وَذُرْوَةِ سَنَامِهِ؟ قُلْت: بَلَى يَا رَسُولَ اللَّهِ. قَالَ: رَأْسُ الْأَمْرِ الْإِسْلَامُ، وَعَمُودُهُ الصَّلَاةُ، وَذُرْوَةُ سَنَامِهِ الْجِهَادُ),"ތިމަންކަލޭގެފާނު ކަލޭގެފާނަށް ހުރިހާކަމެއްގެ ބޮލަކީ(އެންމެ އިސްކަމަކީ) ކޮބައިކަމާއި އޭގެ ތަނބަކީ ކޮބައިކަމާއި އަދި އޭގެ ކުރިބޯއްޓަކީ(ކުންނަކީ) ކޮބައިކަމާއި ބެހޭގޮތުން ޚަބަރުދެއްވަންހެއްޔެވެ؟"" ތިމަންކަލޭގެފާނު ދެންނެވީމެވެ. "" އޭ ﷲ ރަސޫލާއެވެ. އާދޭހެވެ."" އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ. ""ހުރިހާކަމެއްގެ ބޮލަކީ(އެންމެއިސްކަމަކީ) އިސްލާމްކަމެވެ. އަދި އޭގެ ތަނބަކީ ނަމާދެވެ. އަދި އޭގެ ކުރިބޯއްޓަކީ(ކުންނަކީ) ޖިޙާދެވެ.""",
