wordAR,wordDV,wordEN,meanAR,meanDV,meanEN
,ބޭނުންޖެހިއްޖެނަމަ ޕާރސްވަރޑެއް ހަދާ,Create password if needed and send via email,,,
,ޕާސްވޯޑް ބަދަލުކުރުމުގައި މައްސަލައެއްދިމާވެއްޖެ,"Error updating password, password not changed",,,
,ޕާސްވޯޑް ބަދަލުކުރަން މަޖުބޫރުކުރޭ,Force change password,,,
,ޕާސްވޯޑް ހަދާންނެތުނީމަ ބޭނުންކުރާނެ ޔޫއާރްއެލް,Forgotten password URL,,,
,މެހެމާނުން ލޮގިންކުރަންބޭނުންކުރާ ފިތް,Guest login button,,,
,ކަމަކުނުދޭ. އަދި މަސައްކަތް ކޮށްލައްވާ,Incorrect. Please try again.,,,
,ފައިލްގައި ފީލްޑްހުންނަންވާނެ,Field required in file,,,
,އެތެރެ,Internal (files stored in Moodle),,,
,އެމްޑީފައިވް ހޭޝް,MD5 hash,,,
,ޕާރސްވަރޑެއް ބަދަލެއް ނުކުރެވޭނެ,Password can not be changed,,,
,ޕާސްވޯޑް ފީލްޑް ބެލެހެއްޓުން,Password field handling,,,
,އޮތެންޓިކޭޝަން ޕްލަގިން، {$a} އެނޭބަލް ނުކުރެވި,Plugin not enabled!,,,
,އޮތެންޓިކޭޝަން ޕްލަގިން، {$a} އިންސްޓޯ ނުކުރެވި,Authentication plugin \'{$a}\' is not installed.,,,
,އެނެއްކާ ކަޕްޗާކުރޭ,Recaptcha settings,,,
,auth/email,auth/email,,,
,އަމިއްލައަށް ރެޖިސްޓަރކުރުން,Registration,,,
,ޝާވަން ހޭޝް,Random SHA-1 hash (e.g. DB3D6103BA081B5),,,
,އާންމުކޮށް ޕާސްވޯޑް ބަދަލުކުރަން ބޭނުންކުރާ ޕޭޖް ބޭނުންކުރޭ,Use standard page for changing password,,,
,ހުއްޓުވާލެވިފައި,Suspended,,,
,ހުޅުވިފަ,Lock signup sheet,,,
,ހުސްނަމް ހުޅުވިފަ,Unlocked if empty,,,
,ދުވަހުކުވެސް,Never,,,
,ހަދާ ކޮންމެ ފަހަރަކު,On creation,,,
,ލޮގިންވާ ކޮންމެފަހަރަކު,On every login,,,
,އަޕްޑޭޓްކުރާއިރު,On update,,,
,މި ޑޮމެއިންތަކުގައި ހިމެނޭ އެއްވެސް އީމެއިލް އެޑްރެހެއް ބަލައެއް ނުގަނެވޭނެ ({$a}),Email addresses in these domains are not allowed ({$a}),,,
,އިތުރު ސެޓިންގތައް,Other settings,,,
,ޞަފުޙާ އަކަށް ކުރެވުނު މަސައްކަތް,Inner Page content size,,,
,ރޯލް,Role,,,
,މަގޭ އެކައުންޓް ހަދާ,<b>CrotPro Free Account</b>,,,
,އިތުރަށް,More,,,
,އާދައިގެ,Normal monitoring,,,
,ކާމިޔާބު,CORRECT!,,,
,އެސް އެސް އޯ (އައިޑެންޓިޓީ ދޭ ފަރާތް),SSO (Identity Provider),,,
,ޔޫސަރނޭމް {$a}[0] އަކަށް ހުއްދައެއް ލިބިފައެއް ނެތް {$a}[1] އަކުން ލޮގިންވާކަށް,Username {$a->user} is not permitted to login from {$a->host}.,,,
,އެސް އެސް އޯ (ހިދުމަތް ދޭ ފަރާތް),SSO (Service Provider),,,
,ސައްޙަކަމުގެ ނަތީޖާ,Validation options,,,
,{$a}: ޕާސްވޯޑް ބަދަލުކުރަން ބޭނުންވާ މަޢުލޫމާތު,{$a}: Change password information,,,
,ރޯތައް ދައްކާލާ,Preview rows,,,
,މޫޑުލްގައި ނެތް ކޯހަކަށް ޖާގަ އޮތްނަމަ ކޯސް އޮޓޮމެޓިކުން ހެދިދާނެއެވެ.,Auto create,,,
,އެންޓުރީގެ ސިންޓެކްސް ޗެކު ކުރުމުގެތެރޭގައި މައްސަލަތަކެއް ކުރިމަތިވެއްޖެ. އެއީ ރަނގަޅު XML ސިންޓެކްސްއެއްތޯ ޔަގީންކުރޭ.,Errors occurred while parsing the file. Make sure it is valid XML syntax.,,,
,އެކްސެޕްޝަން,Exception,,,
,ފީލްޑް ޑިލިމިޓަރ,Field separator,,,
,ޔޫސަރއެއް އިޚްތިޔާރު ކުރަން ޖެހޭނެ,A pageid or userid must be passed to follow.php,,,
,މޮބައިލް ފޯނު,Mobile phone,,,
,އެކައުންޓް ޔަޤީންކުރައްވާ,Confirm your account,,,
,ނެވިގޭޓްކުރާ ފިތްތައް ފޮރުވާ,Hide Moodle Navigation Bar,,,
,ސެޓިންގތައް,Workflow settings,,,
,ނުވަތަ,or,,,
,ނެތް,Missing,,,
,ހަރަދު,Cost,,,
,މި ކޯހަށް ވަނުމުގެ ކުރިން ފައިސާދައްކަވަންޖެހޭ,This course requires a payment for entry.,,,
,ޕޭޕާލް ބޭނުން ކޮށްގެން ފައިސާދައްކަން,Send payment via yookassa!,,,
,ގަޑިއިރު,Hours,,,
,މިނެޓު,Minutes,,,
,އެނޭބަލް,Enable log archiver,,,
,މޯޑު,Evaluation mode,,,
,އަލުން ބެލުން,Review,,,
,ލެޓިޓިއުޑް,Latitude of location,,,
,ލޮންޖިޓިއުޑް,Longitude of location,,,
,ފައިސާ,Currency,,,
,ކުރިޔަށްދިޔުމަށް,Continue,,,
,އައިޓަމްގެ ނަން,Question Name,,,
,ލާރި ދައްކާފަ އެންރޯލްވުމަށް ތިރިގައިވާ ފިތް ބޭނުންކުރޭ,Use the button below to pay and be enrolled within minutes!,,,
,(<small><b><u>{$a}</u></b> pending</small>),"Payment is pending, you will be enrolled when the payment has cleared.",,,
,ޕޭޕާލްއިން ދެއްކި ފައިސާ ޤަބޫލު ކުރެވިއްޖެ,PayPal payments accepted,,,
,ދުވަސް,Day(s),,,
,ގަޑި,hour,,,
,މިނެޓު,minute,,,
,މަސް,Month(s),,,
,އަހަރު,Year,,,
,އަހަރުތައް,years,,,
,ކުރީގެ ބައިތައް,Previous Section,,,
,{$a} އަށްވުރެ ގިނަ,More than {$a},,,
,ޝެޑިއުލް,Schedule,,,
,ކޮންމެ ހަފްތާއަކު، އޮޓޮމެޓިކުން ބެކަޕު ނަގަން ބޭނުންވާ ދުވަސްތަށް ހިޔާރުކުރުމަށް,Choose which days of the week to perform automated backups.,,,
,ސައިޓުގެ އެޑުމިން، ސައިޓުގެ ބެކްއަޕް ހަދާގޮތަށް ސެޓިންގް ހަދާފައެއް ނުވޭ,Automated backups haven\'t been enabled by the site admin,,,
,ޝެޑިއުލް ބެކަޕްގެ ހާލަތް,Automated backup status,,,
,ބެކަޕުގެ ތާރީޙް,Backup date,,,
,ބެކަޕުގެ ތަފްޞީލް,Backup details,,,
,ބެކަޕު ވަރޝަން,Backup version,,,
,ކޯސް ކެޓަގަރީ,Parent Category,,,
,ކޯހުގެ ޑިފޯލްޓް ސެޓިންތައް,Course Page,,,
,ނުކުރެވެނު,Failed,,,
,ސެޓިންގްސަތައް އިމްޕޯޓްކުރޭ,Import other preset settings.,,,
,ކާމިޔާބުކަމާއެކު ގްރޭޑް އިމްޕޯޓްކުރެވިއްޖެ,Import successful,,,
,ކުރިއަށް ދަނީ,Inprogress,,,
,ބަހައްޓާ,Keep,,,
,މޫޑުލް ވަރޝަން,Moodle {$a},,,
,ޔޫސަރގެ ޑޭޓާ,User data,,,
,މުސައްނިފް,Author,,,
,އަދަބު,Penalty,,,
,އެޓޭޗްމަންޓް,Attachment,,,
,މި ކީގެ މުއްދަތު ހަމަވާނީ,Expired,,,
,ފޮރުވާފައި,Hidden,,,
,މެސެޖު,Change in booking in the course {$a->coursename}!,,,
,މެސެޖު,Message body,,,
,ޗެޓުކުރާ ގޮތް,Method,,,
,ޕްރިފެރެންސްތައް,Preferences,,,
,ގުޅުން ހުރި,Relative,,,
,ޓެގުތައް,Tags,,,
,ވައްތަރު,Submission Type,,,
,ވާޝަން,Version,,,
,ސަބްމިޓް,Mark,,,
,މި މަސައްކަތްތައް ފުހެލަންވީތޯ ޔަޤީންކޮށްލާ,Are you absolutely sure you want to completely delete these attempts?,,,
,އެވުރެޖު ގްރޭޑް,Average of attempts,,,
,ޖުމުލަ ގޮތެއްގައި ފާހަގަ ކުރެވުނު ކަންތައްތައް,Overall feedback,,,
,LDAP ތަންތަން,contexts,,,
,{$a} ފުހެލަންވީ؟,Delete {$a} ?,,,
,މިން,Weight,,,
,ރިސެޓް,Undo,,,
,އެރަރސް,Errors,,,
,ކުރީގެ ޗެޓުތައް ބަލާ,View Report,,,
,ނިމިއްޖެ,Next,,,
,ލޮގިން,Login,,,
,އެންމެ ރަނގަޅު ގުރޭޑު,Best grade,,,
,{$a} އެންމެ މަތީ ގްރޭޑް,The {$a} highest results:,,,
,އެންމެ މަތީ ގްރޭޑް ހިމެނޭ ގްރޫޕް,The group with the highest average:,,,
,{$a} ގްރޫޕްތައް އެންމެ މަތި އެވްރެޖާއެކު,The {$a} groups with the highest average:,,,
,އެބްސޮލިއުޓް ނަންބަރުތައް,Absolute numbers,,,
,ފްރެކްޝަންތައް,Fractions,,,
,ޕަސަންޓޭޖުތައް,Percentages,,,
,ގްރޭޑްތައް ދައްކަންވީ:,Display results as:,,,
,ދެއްކިފަހުރި ނަތީޖާ ތަކުގެ ޕްރައިވެސީ ލެވެލް,Privacy level for displayed results:,,,
,އެނޮނިމަސް ނަތީޖާތައް,Anonymous results,,,
,ފުރިހަމަ ނަން ދައްކާ,Display full names,,,
,ހަމައެކަނި ID ނަންބަރުތައް ދައްކާ,Display only ID numbers,,,
,އެންމެ މަތީ ގުރޭޑުތަކުން ދައްކަންވީ ޢަދަދު (ޑިސްއޭބަލު ކުރުމަށް 0 ޖަހާ)؟,How many Individuals or Teams will be shown? (0 to disable),,,
,އެންމެ ދަށް ގުރޭޑުތަކުން ދައްކަންވީ ޢަދަދު (ޑިސްއޭބަލު ކުރުމަށް 0 ޖަހާ)؟,How many of the lowest results should be shown (0 to disable)?,,,
,ދަރިވަރުންގެ ބަދަލުގައި ގުރޭޑުތައް ދައްކާ (ހަމައެކަނި ކުއިޒުގައި ގުރޫޕުތައް ސަޕޯޓު ކުރާނަމަ),Show groups instead of students (only if the quiz supports groups)?,,,
,މިވަގުތު މި ބުލޮކުގެ ކޮންފިގަރޭޝަން އެއްވެސް ނަތީޖާއެއް ދެއްކުމަކަށް ހުއްދައެއް ނުކުރޭ. ތިބާ ބޭނުން ވެދާނެ އެ ފޮރުވަން ނުވަތަ ކޮންފިގާ ކުރަން.,This block\'s configuration does not allow to show nothing. You can config it or hide it.,,,
,މި ބްލޮކްގައި މިހާރު މައްސަލައެއް އެބައުޅޭ. ގްރޭޑްތައް ދައްކަން ޖެހެނީ ގްރޫޕްކޮށް އެކަމަކު ކޯހުގައި ގްރޫޕެއް ހެދިފައެއް ނެތް,There is an error in this block: It is configured to show clasification by Groups but the course has no groups defined.,,,
,އެންމެ ދަށް ގްރޭޑް,Lowest grade achieved,,,
,{$a} އެންމެ ދަށް ގްރޭޑް,The {$a} lowest results:,,,
,އެންމެދަށް އެވްރެޖް ލިބުނު ގްރޫޕް,The group with the lowest average:,,,
,އެންމެ ދަށް އެވްރެޖް ލިބުނު {$a} ގްރޫޕްތައް,The {$a} groups with the lowest average:,,,
,އުފައްދައިފައި,Created,,,
,ލޯޑު,Load,,,
,ފީޑު,Feed,,,
,ގްރޫޕްތައް ފޮރުވާ,Hide groups,,,
,މި ހަރަކާތް ބެލުމަށް މި ގްރޫޕުގެ މެމްބަރަކަށް ވާންވާނެ,Not in group,,,
,ރިފެރެޝް,Refresh,,,
,ދައްކާ / ޑައުންލޯޑު,Displayed,,,
,ފިހުރިސްތް,Contents,,,
,ގުރޭޑުތައް,Grades,,,
,ވައިންވަރު,Hits,,,
,{$a} ލަސް,\\{$a} late,,,
,ވަޞީލަތްތައް,Resources,,,
,ސަބްމިޝަންތައް,Submissions,,,
,ދަރަޖަކުރޭ,Grade,,,
,ކުޑައިން ބޮޑަށް އަތުރާ,Ascending sort,,,
,ބޮޑައިން ކުޑަޔަށް އަތުރާ,Descending sort,,,
,ސުރުހީތައް,Topics,,,
,ފުރިހަމަކުރެވިފައި,Completed,,,
,ހަރަކާތްތެރިއެއްނޫން,Inactive,,,
,ހުރިހާ ފޯރަމް,All forums,,,
,ޖަވާބު ދެވިފަ,Answered,,,
,ފޯރަމްގެ ޕޯސްޓްތައް,Forum posts,,,
,ފޯރަމްތައް,Forums,,,
,ސުވާލު ފާހަގަ ކުރާ,Video identifier,,,
,ޞަފުޙާ,Page,,,
,އިންސައްތަ,Percent,,,
,ޕޯސްޓް,Russian Post Transfer,,,
,ޖުމްލަ,TOTAL,,,
,ފޮރުވުމަށް,Collapse all,,,
,އިތުރަށް ހޯދަން,Advanced search,,,
,ފުރަތަމަ ޞަފުޙާ,home,,,
,މި އެޑިޓަރުގެ ތަޢާރަފު,About,,,
,ހުރިހާ {$a} ދައްކާ,All Students,,,
,ކޯހުގެ ނަން,Course name,,,
,މި ނޯޓު ފުހެލަންވީ؟,Are you sure to delete class,,,
,ހުކުރުދުވަސް,Fri,,,
,IP އެޑުރެސް,IP address,,,
,ހޯމަދުވަސް,Mon,,,
,ތަރުތީބު,Order,,,
,ހޮނިހިރުދުވަސް,Sat,,,
,އާދީއްތަދުވަސް,Sun,,,
,ބުރާސްފަތިދުވަސް,Thur,,,
,އަންގާރަދުވަސް,Tues,,,
,ބުދަދުވަސް,Wed,,,
,އެނބުރި ކޯހަށްދިޔުމަށް,Return to course,,,
,މައްސަލައެއްނެތް,OK,,,
,ޔޫސަރގެ ޑޭޓާއޮޕްޝަންތައް,User profile,,,
,ދައްކާކަށް އެއްޗެއްނެތް,Nothing to display.,,,
,ފައިލު ފޯމެޓު,File format,,,
,ހުރިހާ ބަޔެއް ފުހެލަން,Delete all,,,
,ކޯސް ކަމަކުނުދޭ,Error: Course ID is incorrect,,,
,ގުރޫޕަކަށްވާ މެމްބަރުން,"Read instructions first, before checking the box.",,,
,ބްލޮގް ޓެގުގެ ބްލޮކް ޓައިޓްލް,Title,,,
,މިދިޔަ {$a} މިނެޓު ތެރޭ,last {$a} minutes,,,
,%d %B %Y,%d %B %Y,,,
,މައިގަނޑު,Content,,,
,ފުހެލެވިއްޖެ,This course module has been deleted,,,
,ހުރިހާއެއްޗެއް ނުހިމަނަން,Deselect All,,,
,ކޮންފިގަރޭޝަން,Rubric configuration,,,
,ކަލަންޑަރަށް ދާން,Go to calendar,,,
,ކަލޭގެ ސެޓިންތައް ސޭވް ކުރެވިއްޖެ,Settings saved,,,
,ކޮންމެ ފީޑެއްގައި ހުންނަން ބޭނުންވާ އެންޓްރީގެ ނަންބަރު,The default number of entries to show per feed.,,,
,ކޮންމެ ފީޑެއްގެ ތަފްސީލު ދައްކާ,Display each link\'s description?,,,
,ކޮންމެ ފީޑަކަށް ހުރި އެންޓްރީތައް,Entries shown per page,,,
,ކޮންމެ ބުލޮކެއްގައި ދައްކަންވީ އެންޓްރީގެ ގިނަ އަދަދު,Number of tweets to show,,,
,ފުޓަރ,Footer,,,
,މިތާ,here,,,
,ހުރިހާ ގުރޫޕެއް,All groups,,,
,އެކްސެލް,Excel,,,
,ކޯހުން ނުކުންނަ,Back to Course,,,
,ސެޓިންގްސް,Setting panel,,,
,ހުރިހާ ދަރިވަރުން ދައްކާ,Show all Students,,,
,ހުރިހާ ޔޫސަރުން ދައްކާ,Show all users,,,
,މި ކޯހަށް އެންރޯލްވެފައެއްނުވޭ,You are not enrolled in this activity. Please contact your teacher if you think you should have access.,,,
,ކޯހުގެ މަޢުލޫމާތު,Course Description,,,
,އަޕްލޯޑުކުރެވޭނެ އެންމެ ބޮޑު ސައިޒު,Maximum upload size,,,
,ޚިޔާރުކުރަން,Selected,,,
,މިތަނަށް ފިތާލާ,Click here to create a question of \'{$a}\' type.,,,
,ހުއްދައެއް ނޫން,Deny,,,
,ރަނގަޅު,Accept,,,
,ބުލޮކުތަށް,HTML Blocks,,,
,ޙިޔާރުކުރެވިފަ ހުރި ބަސްތަކުގެ އިންސްޓޯލްކުރަން,Install selected language pack(s),,,
,ކީވޯޑުތައް,"certificate, course, pdf, moodle",,,
,ނަތީޖާ,Outcomes,,,
,ހުރިހާ ސުވާލުތަކެއް އެއް ޞޮފުޙާގައި ދައްކާ,Show All,,,
,ސައުޓުތައް,Sites,,,
,ނިންމައިފައިވަނީ,Completed,,,
,ބައިތައް (ކެޓަގަރީތައް),Categories,,,
,ކޯހުގެ ކެޓަގަރީތައް,Course categories,,,
,ސާވަރުގެ އައި. ޕީ ނަން ނުވަތަ ނަންބަރު,Database host,,,
,ޑޭޓާބޭސްގެ ނަން,Database name,,,
,ސާވަރުގެ ޕާސްވޯޑު,Database password,,,
,ސާވަރުގެ ޔޫސަރު,Database user,,,
,{$a} އާއިއެކު,Decimal positions,,,
,ކުރަންވީ,Execute at,,,
,ގުލޯބަލް,global,,,
,އައިޑީ ނަންބަރ,ID number,,,
,މައި ކެޓަގަރީ,Parent category,,,
,ރިޕޯޓުތައް,Reports,,,
,ލޮގިންތައް,Logins,,,
,ސަބް ކެޓަގަރީތައް,Include Sub Categories,,,
,ގުރޫޕު/މެމްބަރުންގެ އަދަދު,Number,,,
,ގަނޑެއް އިތުރުކުރެވިއްޖެ,Add page,,,
,އަކުރުތައް,Letters,,,
,ވާރުތަވުން,Inherit,,,
,ފޯން,Enter Phone Number,,,
,ރޯލުތައް,Roles,,,
,ސޯޓްކުރަންވީ,Sort by:,,,
,އެޑްމިން ވިއު,Admin view,,,
,ކޯސް ލިސްޓް ބްލޮކުން އެޑްމިނަށް ފެންނަން ޖެހޭނީ ކޮން އެއްޗެއްސެއް؟,What should the admin see in the course list block?,,,
,.ލިންކް ފޮރުމަކުން އެޑްމިންގެ ވިއުއަށް ތަފާތެއް ނާންނާނެ.,"Hide ""All courses"" link at the bottom of the block. Link hiding does not affects Admin\'s view",,,
,ހުރިހާ ކޯސްތަކުގެ ލިންކް ފޮރުވާ,Hide All courses link,,,
,އެޑްމިން ޔޫސަރަށް އޭނަގެ އަމިއްލަ ކޯސްތައް ފެންނާނެ,Admin user sees own courses,,,
,ޑީފޯލްޓުކޮށް ހެދިފައި ހުރި ގުރޫޕުތައް,Default grouping,,,
,ސޯޝަލް ފޯރަމް,Social forum,,,
,އައު ވިންޑޯ,Display typo3 repository in a new window,,,
,ބައިވެރިން,Participants,,,
,ވިންޑޯ,Window,,,
,މެސެޖުތައް,Messages,,,
,ދެން އިން ގަނޑު,Next page,,,
,{$a} ރޯލްތައް,Teacher roles,,,
,ގުރޭޑަށް ގެނައި ބަދަލުތައް ސޭވް ކޮށްފި,Changes saved.,,,
,ގަނޑުގެ ސުރުޚީ,Moodle Wordcloud,,,
,ނަތީޖާތައް,results,,,
,ޖަވާބުތައް,Answers,,,
,ކަމެއްކުރަން އުޅުން,Attempt,,,
,އެވުރެޖު ވަޤުތު,Average time {$a},,,
,އެންރޯލްމަންޓްތައް,Enrolments,,,
,ފޯރަމް,MoodleBox support forum,,,
,ޕޯސްޓްތައް,Posts,,,
,ނެވިގޭޝަން ދޫކޮށްލަން,Skip,,,
,ވަގުތު,Total time,,,
,ޝާއިޢު ކުރުން/އާންމު ކުރުން,Publish,,,
,ހިއްސާ ކޮށްފައިވާ,Published,,,
,ހިއްސާނުކުރެވޭ,unshared,,,
,ޖުމްލަ ސައިޒު,Total size,,,
,މި އީމެއިލް އެޑުރެސް ޑޭޓާބޭސް އަކުން ފެންނަގޮތެއްނުވި,The email address was not found in the database,,,
,އަނެއްކާ ލޯޑްކުރުމަށް,Reload,,,
,ކޯސް ކަމެއް,Course event,,,
,ޓެސްޓްފައިލްތަކަށް ހެދި ސަރޗް ދައްކާ,Show the search for test files.,,,
,ކުޑައިންމައްޗަށް,The column \'{$a}\' has ascending sort direction,,,
,ކޮންޓެކްޓުތައް,Contacts,,,
,ޑޭޓަބޭހަކަށް ތަފްޞީލެއް ނުލިޔެވުނު.,Could not write details to the database.,,,
,ފީލްޑް ޑިފޯލްޓްކޮށް ސޯރޓްކުރޭ,Default sort field,,,
,މިހާރު ހުރި ފީލްޑެއް ފުހެލާ,Delete field,,,
,ބޯޑައިންކުޑަށް,Description,,,
,ތަފުސީލު,Event description,,,
,ގަޑި,Event time,,,
,ފީލްޑްނަން,Fieldname,,,
,ފީލްޑުތައް,Fields,,,
,ކަނޑައަޅާ,Group by,,,
,މެނު,My Courses,,,
,ނަމުން ތަރުތީބު ކުރޭ,Sort by name,,,
,ސިސްޓަމު,System,,,
,މެހެމާނުނަށް ސަރވޭއެއް ނުލެވޭނެ,Only enrolled users are able to submit surveys,,,
,މިނެޓު,Mins,,,
,ދެއްކިފަ ހުންނަންވީ ޓެގުތަކުގެ އަދަދު,Number of tags to display,,,
,ތަޢާރަފް,Description,,,
,މިހާރު ތަރުތީބު ކުރެވިފައިވާ {$a},Current: {$a},,,
