bodyAR,bodyDV
(اللهم اغفر لِحينا وميتِنا ، وشاهدنا وغائبنا ، وصغيرنا وكبيرنا ، وذَكَرِنا وأنثانَا ، اللهم من أحيَيتَهُ منا فأحيه على الإسلام ، ومن توفيته منا فَتَوَفهُ على الإيمان ، اللهَم اغفر له ، وارحمه ، وعافه ، واعف عنه ، وأكرِم نُزُلَه ، وَوَسع مُدخَلَه ، واغسله بالماء والثلج وِالبرد ، ونقه من الخطايا كما ينقى الثوب الأبيض من الدَنس ، وأبدلهُ دارا خيرا من داره ، وأهلا خيرا من أهله ، وأدخله الجنة ، وأعذه من عذاب القبر ، وعذاب النار ، وافسح له في قبره ، ونور له فيه ، اللهم لا تَحرمنَا أجره ولا تُضِلنا بعده) ،,"«اللَّهُمَّ اغْفِرْ ‌لِحَيِّنَا ‌وَمَيِّتِنَا، وَشَاهِدِنَا وَغَائِبِنَا، وَصَغِيرِنَا وَكَبِيرِنَا، وَذَكَرِنَا وَأُنْثَانَا، اللَّهُمَّ مَنْ أَحْيَيْتَهُ مِنَّا فَأَحْيِهِ عَلَى الإِسْلَامِ، وَمَنْ تَوَفَّيْتَهُ مِنَّا فَتَوَفَّهُ عَلَي الإيمان، اللَّهُمَّ اغْفِرْ لَهُ، وَارْحَمْهُ، وَعَافِهِ، وَاعْفُ عَنْهُ، وَأَكْرِمْ نُزُلَهُ، وَوَسِّعْ مُدْخَلَهُ، وَاغْسِلْهُ بِالمَاءِ وَالثَّلْجِ وَالبَرَدِ، وَنَقِّهِ مِنَ الخَطَايَا؛ كَمَا يُنَقَّى الثَّوْبُ الأَبْيَضُ مِنَ الدَّنَسِ، وَأَبْدِلْهُ دَارًا خَيْرًا مِنْ دَارِهِ، وَأَهلاً خَيْراً مِنْ أَهلِهِ، وَأَدْخِلْهُ الجَنَّةَ، وَأَعِذْهُ مِنْ عَذَابِ القَبْرِ وَعَذَابِ النَّارِ، وَافْسَحْ لَهُ فِي قَبْرِهِ، وَنَوِّرْ لَهُ فِيهِ، اللَّهُمَّ لَا تَحْرِمْنَا أَجْرَهُ، وَلَا تُضِلَّنَا بَعْدَهُ».
 (މާނައީ: އޭ ﷲ! އަޅަމެންގެ ތެރޭގައި ދިރިތިބި މީހުންނަށާއި އަޅަމެންގެ ތެރެއިން މަރުވެގޮސްފައިވާ މީހުންނަށާއި، އަޅަމެންނާ އެކު މިތަނަށް އައިސްތިބި މީހުންނަށާއި ނާންނަ މީހުންނަށާއި، އަދި އަޅަމެންގެ ކުޑަކުދިންނަށާއި ބޮޑެތި މީހުންނަށާއި، އަދި އަޅަމެންގެ ފިރިހެނުންނަށާއި އަންހެނުންނަށް ފާފަފުއްސަވާށިއެވެ! އޭ ﷲ! އަޅަމެންގެ ތެރެއިން އިބައިލާހު ދިރިލަހައްޓަވައިފި މީހާ ފަހެ އިސްލާމްކަން މަތީގައި އޭނާ ދިރިލަހައްޓަވާނދޭވެ! އަދި އަޅަމެންގެ ތެރެއިން އިބަﷲ މަރުގަންނަވައިފި މީހާ ފަހެ އީމާންކަން މަތީގައި އޭނާ މަރުގަންނަވާނދޭވެ! އޭ ﷲ! އޭނާއަށް ފާފަ ފުއްސަވާނދޭވެ! އަދި އޭނާއަށް ރަޙްމަތްލައްވާނދޭވެ! އަދި އޭނާއަށް ޢާފިޔަތު ދެއްވާނދޭވެ! އަދި އޭނާއަށް ޢަފޫކޮށްދެއްވާނދޭވެ! އަދި އޭނާގެ މެހުމާންދާރީ މާތްކޮށްދެއްވާނދޭވެ! އަދި އޭނާ ވެއްދެވޭތަން (ކަށްވަޅު) ތަނަވަސް ކޮށްދެއްވާނދޭވެ! އަދި ފެނުންނާއި، ސުނޯއާއި ގަނޑުފެނުން އޭނާ ދޮވެދެއްވާނދޭވެ! އަދި ހުދުފޭރާން ހަޑިމިލައިން ސާފުކުރެވޭ ފަދައިން ކުށްފާފަތަކުން އޭނާ ސާފުކޮށްދެއްވާނދޭވެ! އަދި އޭނާގެ ގޮވައްޗަށް ވުރެ ހެޔޮ ގޮވައްޗަކަށް އޭނާ ބަދަލުކޮށްދެއްވާނދޭވެ! އަދި އޭނާގެ އަހުލުވެރިންނަށް ވުރެ ހެޔޮ އަހުލުވެރިންގެ ގާތަށް އޭނާ ބަދަލުކޮށްދެއްވާނދޭވެ! އަދި އޭނާ ސުވަރުގެއަށް ވައްދަވާނދޭވެ! އަދި ކަށްވަޅުގެ އަޒާބުންނާއި ނަރަކައިގެ އަޒާބުން އޭނާ ރައްކާތެރިކޮށްދެއްވާނދޭވެ! އޭނާއަށް އޭނާގެ ކަށްވަޅު ތަނަވަސްކޮށްދެއްވާނދޭވެ! އަދި އޭނާއަށް އެތަން އަލިކޮށްދެއްވާނދޭވެ! އޭ ﷲ! އޭނާގެ އަޖުރުން އަޅަމެން މަޙުރޫމު ނުކުރައްވާނދޭވެ! އަދި އޭނާއަށް ފަހު އަޅަމެން މަގުން އެއްކިބާ ނުކުރައްވާނދޭވެ!)"
ثم يكبر الرابعة ، ويسلم تسليمة واحدة عن يمينه .,ދެން ހަތަރުވަނަ ތަކްބީރު ކިޔާނީއެވެ. އަދި ކަނާތް ފަރާތަށް އެއްފަހަރު ސަލާމްދޭނީއެވެ.
ويستحب أن يرفع يديه مع كل تكبيرة ، وإذا كان الميت امرأة يقال : (اللهم اغفر لها . . ) إلخ ، وإذا كانت الجنائز اثنتين يقال : (اللهم اغفر لهما . . . ) الخ ، وبالجمع إن كانت الجنائز أكثر من ذلك يقال : (اللهم اغفر لهم . . ) الخ ، أما إذا كان فرطًا فيقال بدل الدعاء له بالمغفرة :,އަދި ކޮންމެ ތަކުބީރަކަށް އަތް އުފުލުން މުސްތަޙައްބުވެގެންވެއެވެ. މައްޔިތާ އަކީ އަންހެނެއް ނަމަ ކިޔާނީ ((اللَّهُمَّ اغْفِرْ لَهَا …)) މާނައީ: “އޭﷲ އެއަންހެނާގެ ފާފަފުއްސަވާނދޭވެ…” މިފަދައިންނެވެ. އަދި އެއީ ދެ މީހެއްގެ ޖަނާޒާނަމަ ކިޔާނީ ((اللَّهُمَّ اغْفِرْ لَهُمَا …)) މާނައީ: އޭﷲ އެ ދެމީހުންގެ ފާފަފުއްސަވާނދޭވެ… މިފަދައިންނެވެ. އަދި އެއީ ގިނަ ބައެއްގެ ޖަނާޒާ ނަމަ ކިޔާނީ ((اللَّهُمَّ اغْفِرْ لَهُمْ …)) މާނައީ: “އޭﷲ އެމީހުންގެ ފާފަފުއްސަވާނދޭވެ…” މިފަދައިންނެވެ. އަދި މައިންބަފައިންނަށްވުރެ ކުރިން މަރުވެފައިވާ ކުޑަ ކުއްޖެއްނަމަ އެކުއްޖާއަށް ފާފަފުއްސެވުމަށް އެދި ދުޢާކުރުމުގެ ބަދަލުގައި ކިޔާނީ މިފަދައިންނެވެ:
(اللهم اجعله فرطا وذُخْرَا لوالديه ، وشفيعاَ مُجَابا ، اللهم ثقل به موازينهما ، وأعظم به أجورهما ، وألحقه بصالح سلف المؤمنين ، واجعله في كفالة إبراهيم عليه الصلاة والسلام ، وَقِهِ برحمتك عذاب الجحيم) .,"""اللَّهُمَّ اجْعَلْهُ ‌فَرَطَاً ‌وَذُخْراً لِوَالِدَيْهِ، وشَفِيعاً مُجَاباً، اللَّهُمَّ ثَقِّلْ بِهِ مَوَازِيْنَهُمَا، وأعْظِمْ بهِ أُجُورَهُمَا، وألْحِقْهُ بِصَالِحِ سَلَفِ المُؤْمِنينَ، واجْعَلْهُ فِي كَفَالَةِ إِبْرَاهِيمَ عليه الصلام والسلام، وَقِهِ بِرَحْمَتِكَ عَذَابَ الجَحِيمِ""
 (މާނައީ: އޭ ﷲ! އެކުއްޖާއަކީ އޭނާގެ މައިންބަފައިންނަށްޓަކައި ކުރިއަށް ނެރެވުނު ރައްކާކުރެވިގެންވާ އަޖުރެއްކަމުގައި ލައްވާނދޭވެ! އަދި ޝަފާޢަތް ޤަބޫލުވެވޭ ޝަފާޢަތްތެރިއެއް ކަމުގައި ލައްވާނދޭވެ! އޭ ﷲ! އެކުއްޖާގެ ސަބަބުން އެ ދެމީހުންގެ ތިލަފަތް ބަރުކޮށްދެއްވާނދޭވެ! އަދި އެކުއްޖާގެ ސަބަބުން އެ ދެމީހުންގެ އަޖުރު މަތިވެރިކޮށްދެއްވާނދޭވެ! އަދި އިސްވެދިޔަ ޞާލިޙު މުއުމިނުންނާ އެކުއްޖާ ބައްދަލުކޮށްދެއްވާނދޭވެ! އަދި އިބްރާހީމް عليه الصلاة والسّلام ގެ ބެލެހެއްޓެވުމުގެ ދަށުގައި އެކުއްޖާ ލައްވާނދޭވެ! އަދި އިބަﷲގެ ރަޙުމަތުން އެކުއްޖާ ނަރަކައިގެ ޢަޛާބުން ދިންނަވާދޭނވެ!)"
والسنة أن يقف الإمام حذاء رأس الرجل ، ووسط المرأة ، وأن يكون الرجل مما يلي الإمام إذا اجتمعت الجنائز ، والمرأة مما يلي القبلة ، وإن كان معهم أطفال قدم الصبي على المرأة ، ثم المرأة ، ثم الطفلة ، ويكون رأس الصبي حيال رأس الرجل ، ووسط المرأة حيال رأس الرجل ، وهكذا الطفلة يكون رأسها حيال رأس المرأة ، ويكون وسطها حيال رأس الرجل ، ويكون المصلون جميعًا خلف الإمام ، إلا أن يكون واحدا لم يجد مكانا خلف الإمام فإنه يقف عن يمينه .,ސުންނަތް ގޮތަކީ މައްޔިތާއަކީ ފިރިހެނެއް ނަމަ ބޮލާދިމާލުގައި އިމާމު މީހާ ހުއްޓުމެވެ. މައްޔިތާއަކީ އަންހެނެއްނަމަ އޭނާގެ މެދަށް ވާގޮތަށް އިމާމު މީހާ ހުއްޓުމެވެ. ފިރިހެން އަދި އަންހެން މައްޔިތުންތަކެއްގެ މައްޗަށް އެއް ވަގުތެއްގައި ކަށުނަމާދު ކުރާ ނަމަ އިމާމާއާ އެންމެ ކައިރީގައި ބާއްވާނީ ފިރިހެން ޖިންސެވެ. އަދި އެއާ ވިދިގެން ޤިބްލަޔާވީ ފަރާތުގައި އަންހެނުންނެވެ. އެ މައްޔިތުންގެ ތެރޭ ކުޑަ ފިރިހެންކުދީންވާނަމަ ބާއްވާނީ އަންހެން މައްޔިތުންނަށް ވުރެ ކުރީގައިއެވެ. (އިމާމާ ގާތުގައިއެވެ.) ދެން އަންހެނުން، ދެން ކުޑަ އަންހެން ކުދިންނެވެ. ކުޑަ ފިރިހެންކުއްޖާ ބާއްވާނީ އެކުއްޖާގެ ބޯ ފިރިހެން މައްޔިތުންގެ ބޮލާ އެއްހަމައެއްގައި އޮންނަ ގޮތަށެވެ. ދެން އަންހެން މައްޔިތާގެ މެދު ފިރިހެން މައްޔިތުންގެ ބޮލާ އެއްހަމައެއްގައެވެ. ހަމައެފަދައިން ކުޑަ އަންހެންކުއްޖާ ބާއްވާނީ އެ ކުއްޖާގެ ބޯ އަންހެނާގެ ބޮލާ އެއްހަމައެއްގައެވެ. އަދި އެކުއްޖާގެ މެދު ސީދާކުރާނީ ފިރިހެނާގެ ބޮލާއި އެއްހަމައަށެވެ. އަދި މައުމޫމުން އެންމެން ތިބެންޖެހޭނީ އިމާމާގެ ފަހަތުގައެވެ. އެކަމުން އިސްތިސްނާވާނީ އިމާމުގެ ފަހަތުގައި ނަމާދުކުރާނޭ ޖާގައެއް ނުލިބުނު މީހާއެވެ. އެފަދަ މީހަކު ހުއްޓޭނީ އިމާމާގެ ކަނާތްފަރާތުގައިއެވެ.
ثامنًا: صفة دفن الميت,އަށްވަނައަށް: މައްޔިތާ ވަޅުލާނެ ގޮތް
المشروع تعميق القبر إلى وسط الرجل ، وأن يكون فيه لحد من جهة القبلة ، وأن يوضع الميت في اللحد على جانبه الأيمن ، وتحل عقد الكفن ، ولا تنزع بل تترك ، ولا يكشف وجهه سواء كان الميت رجلا أو امرأة ، ثم ينصب عليه اللَبِن ، ويطين حتى يثبت ويقيه التراب ، فإن لم يتيسر اللَبِن فبغير ذلك من ألواح ، أو أحجار ، أو خشب يقيه التراب ، ثم يهال عليه التراب ، ويستحب أن يقال عند ذلك : (باسم الله ، وعلى ملة رسول الله) ، ويرفع القبر قدر شبر ، ويوضع عليه حصباء إن تيسر ذلك ، ويرش بالماء .,ވަޅުކޮނުމުގައި ޝަރުޢުވެގެންވަނީ މީހެއްގެ މެދާއި ހަމައަށް ފުންމިން ހުންނާނެވަރަށް ފުންކޮށް ވަޅުކޮނެ ވަޅުގެ ޤިބްލައާވީ ފަރާތަށް ލަޙްދެއް ހެދުމެވެ. އަދި މައްޔިތާ ކަނާތްފަރާތަށް އޮންނާނޭހެން ލަޙުދަށް ލުމެވެ. އަދި އޭނާގެ ކަފުނުގެ ގޮށް މޮހާލުމެވެ. ނަމަވެސް އޭނާގެ ކަފުން ފޮތިގަނޑު ނުނަގާ ބަހައްޓާނީއެވެ. އަދި މައްޔިތާއަކީ ފިރިހެނަކަށްވިޔަސް އަދި އަންހެނަކަށްވިޔަސް އޭނާގެ މޫނު ކަޝްފު ނުކުރާނެއެވެ. ދެން ގާ ބާއްވާ [މައްޔިތާ ފޮރުވާލާނީ]އެވެ. އަދި މައްޔިތާ ވެލިން ރައްކާތެރިކުރުމަށް ކިސަޑުފަދަ އެއްޗެއްލާ އެ ގާތައް ޘާބިތުކުރާނީއެވެ. ފަހެ ގާގަނޑެއް ނުލިބުނުނަމަ، މައްޔިތާ ވެލިން ރައްކާތެރިކުމަށް ބޭނުންކުރާނީ ފިލާގަނޑެއްފަދަ އެއްޗެއް ނުވަތަ ހިލަތަކެއް ނުވަތަ ލަކުޑިގަނޑެކެވެ. ދެން އެއަށްފަހު އޭގެ މައްޗަށް ވެލި އަޅާނީއެވެ. ވެލި އަޅާއިރު ކިޔާނީ (بِاسْمِ اللهِ، وَعَلَى مِلَّةِ رَسُولِ اللهِ) ކިޔުން މުސްތަޙައްބުވެގެން ވެއެވެ. އަދި ކައިވަތެއްގެ މިންވަރަށް ވެލިގަނޑު އުފުލާނީއެވެ. އަދި ދަތިކަމެއްނެތި ކުދި ހިލަ ލިބޭނަމަ މަހާނަ މައްޗަށް އަޅާނީއެވެ. އަދި ފެން ވިއްސައިލާނީއެވެ.
ويشرع للمشيعين أن يقفوا عند القبر ويدعوا للميت ؛ لأن النبي -صلى الله عليه وسلم- كان إذا فرغ من دفن الميت وقف عليه ، وقال :,މައްޔިތާ ވަޅުލަން ދާމީހުން މަހާނަކައިރި މަޑުކޮށްގެންތިބެ މައްޔިތާގެ މައްޗަށް ދުޢާކުރުން ޝަރުޢުވެގެންވެއެވެ. އެހެނީ ނަބިއްޔާ صلى الله عليه وسلم މައްޔިތާ ވަޅުލެއްވުމަށްފަހުގައި އެތާކައިރި މަޑުކުރައްވައެވެ. އަދި ޙަދީޘްކުރައްވައެވެ:
(استغفروا لأخيكم ، واسألوا له التثبيت ، فإنه الآن يسأَل) [8] .,"""ތިޔަބައިމީހުންގެ އަޚާއަށް ފާފަ ފުއްސަވައިދެއްވުމަށްއެދި ދުޢާކުރާށެވެ. އަދި އޭނާއަށް ސާބިތުކަން ދެއްވުމަށްވެސް އެދި ދުޢާކުރާށެވެ. އެހެނީ މިހާރު އޭނާއާ ސުވާލުކުރެވޭނެއެވެ."" [8]"
[8] أخرجه أبو داود، برقم (3221)،والحاكم (3/ 399).,[8] މި ޙަދީޘް ނެރުއްވީ އަބޫ ދާވޫދު، ނަންބަރު (3221)ގައި، އަދި އަލްޙާކިމް (3/ 399) ގައިއެވެ.
تاسعًا: ويشرع لمن لم يُصَل عليه أن يصلي عليه بعد الدفن؛,ނުވަވަނައަށް: މައްޔިތާގެ މައްޗަށް ކަށު ނަމާދު ނުކުރެވުނު މީހާ، ވަޅުލުމަށްފަހު މައްޔިތާގެ މައްޗަށް ކަށުނަމާދު ކުރުން ޝަރުޢުވެގެންވެއެވެ.
لأن النبي -صلى الله عليه وسلم- فعل ذلك ، على أن يكون ذلك في حدود شهر فأقل ، فإن كانت المدة أكثر من ذلك لم تشرع الصلاة على القبر ؛ لأنه لم ينقل عن النبي -صلى الله عليه وسلم- أنه صلى على قبر بعد شهر من دفن الميت .,އެހެނީ ނަބިއްޔާ صلى الله عليه وسلم އެފަދައިން ޢަމަލުކުރައްވާފައިވާތީއެވެ. ޝަރުޠަކީ (ވަޅުލިތާ) މަހަކަށް ވުރެ އިތުރު ނުވުމެވެ. އެއަށްވުރެ މުއްދަތު އިތުރު ވެއްޖެނަމަ އެ ޤަބުރުގެ މައްޗަށް ނަމާދުކުރުން ޝަރުޢުވެގެން ނުވެއެވެ. އެހެނީ ވަޅުލެވުނު ފަހުން މަހަކަށްވުރެ ގިނަ ދުވަސްވެފައިވާ މައްޔިތަކަށް ނަބިއްޔާ صلى الله عليه وسلم ނަމާދުކުރެއްވިކަމަށް ވާރިދުވެގެން އައިސްފައި ނުވާތީއެވެ.
عاشراً: لا يجوز لأهل الميت أن يصنعوا طعامً للناس؛,ދިހަވަނައަށް: މައްޔިތާގެ އަހުލުވެރީންގެ ފަރާތުން މީސްތަކުންނަށް ޖާފަތެއް ތައްޔާރުކުރުން ހުއްދަވެގެންނުވެއެވެ.
لقول جرير بن عبد الله البجلي الصحابي الجليل -رضي الله عنه-,އެއީ މާތް ޞަޙާބީ، ޖަރީރު ބްނު ޢަބްދިﷲ އަލްބަޖަލީ رضي الله عنه ގެ ކިބައިން އައިސްފައިވާ ބަސްފުޅަށްޓަކައިއެވެ:
(كنا نعد الاجتماع إلى أهل الميت وصنعة الطعام بعد الدفن من النياحة) [9],(މައްޔިތާ ވަޅުލުމަށްފަހު އޭނާގެ އަހުލުންގެ ގާތަށް އެއްވެ ކާތަކެތި ތައްޔާރުކުރުން، ތިމަންމެން ހިމަނަމުންދިޔައީ އެއީ النِّيَاحَة (ނަހީކުރެވޭ ގޮތަށް މައްޔިތާގެ މައްޗަށް ރޮއެހޭރި ހިތާމަކުރުން) ގެ ތެރެއިންވާ ކަމެއްގެ ގޮތުގައިއެވެ.) [9]
رواه الإمام أحمد بسند حسن ،,ޙަސަން ދަރަޖައިގެ ސަނަދަކުން އިމާމް އަޙްމަދު މި ޙަދީޘް ރިވާކުރެއްވިއެވެ.
أما صنع الطعام لهم ، أو لضيوفهم فلا بأس ، ويشرع لأقاربه وجيرانه أن يصنعوا لهم الطعام ؛ لأن النبي-صلى الله عليه وسلم لما جاءه الخبر بموت جعفر بن أبي طالب -رضي الله عنه- في الشام أمر أهله أن يصنعوا طعاما لأهل جعفر ، وقال :,ދެންފަހެ މައްޔިތާގެ އަހުލުންނަށް، ނުވަތަ އެމީހުންގެ މެހުމާނުންނަށް އެހެންބަޔަކު ކާތަކެތި ތައްޔާރު ކޮށްދިނުމުގައި މައްސަލައެއް ނެތެވެ. އަދި މައްޔިތާގެ ގާތްތިމާގެ މީހުންނާއި އަވަށްޓެރީންނަށް ކާތަކެތި ހަދައިދިނުމަކީ ޝަރުޢުވެގެންވާ ކަމެކެވެ. އެހެނީ ޖަޢުފަރު ބްނު އަބީ ޠާލިބް رضي الله عنه ގެ މަރުގެ ޚަބަރު ނަބިއްޔާ صلى الله عليه وسلم ގެ އަރިހަށް ޝާމްކަރައިން އައިހިނދު، ޖަޢުފަރުގެފާނުގެ އަހުލުންނަށް ކެއުމެއް ތައްޔާރުކޮށްދިނުމަށް އެކަލޭގެފާނު صلى الله عليه وسلمގެ އަހުލުންނަށް އަމުރު ކުރެއްވިއެވެ. އަދި ޙަދީޘް ކުރެއްވިއެވެ:
(إنه أتاهم ما يشغلهم) [10] .,(ހަމަކަށަވަރުން އެމީހުން މަޝްޣޫލުކޮށްލާނޭ ކަމެއް އެވަނީ އެމީހުންނަށް ކުރިމަތިވެފައިއެވެ.) [10]
[9] أخرجه ابن ماجه، برقم (1612) ، والإمام أحمد _2/ 204). .,[9] މި ޙަދީޘް ނެރުއްވީ އިބްނު މާޖާ، ނަންބަރު (1612) ގައި، އަދި އިމާމް އަޙްމަދު (2/ 204) ގައިއެވެ/
[10] مسلم الجنائز (976) ، النسائي الجنائز (2034) ، أبو داود الجنائز (3234) ، ابن ماجه ما جاء في الجنائز (1569) ، أحمد (2/441) .,[10] މުސްލިމު، އަލްޖަނާއިޒު (976) ، އައްނަސާއީ، އަލްޖަނާއިޒު (2034) ، އަބޫ ދާވޫދު، އަލްޖަނާއިޒު (3234) ، އިބްނު މާޖާ، ޖަނާޒާގައި އައިސްފައިވާ ކަންކަން (1569) ، އަޙުމަދު (2/441) .
ولا حرج على أهل الميت أن يدعوا جيرانهم ، أو غيرهم للأكل من الطعام المهْدَى إليهم ، وليس لذلك وقت محدود فبما نعلم من الشرع .,މައްޔިތާގެ އަހުލުންނަށް ހަދިޔާކުރެވުނު ކާތަކެތިން ކެއުމަށްޓަކާ އެމީހުންގެ އަވަށްޓެރިންނާއި އަދި އެނޫން މީހުންނަށް ދަޢުވަތު ދިނުން އެއީ މައްސަލައެއް ނޫނެވެ. އެއީ އަހަރުމެންނަށް އެނގިފައިވާ ގޮތުން ޝަރުޢުގައި ވަކި މުއްދަތަކަށް އޮތް ކަމެއް ނޫނެވެ.
حادي عشر: لا يجوز للمرأة الإحداد على ميت أكثر من ثلاثة أيام إلا على زوجها,އެގާރަވަނައަށް: މައްޔިތާގެ މައްޗަށް ތިން ދުވަހަށްވުރެ ގިނަ ދުވަހަށް އިޙްދާދުކުރުން (ހިތާމައިގެ ގޮތުން ޒީނަތްތެރިވުމާއި މީރުވަސްދުވާ ތަކެއްޗާއި ހީނާފަތްފަދަ ތަކެތި ދޫކޮށްލުން) އަންހެނަކަށް ހުއްދަވެގެން ނުވެއެވެ. އެކަނބުލޭގެ ފިރިމީހާގެ މައްޗަށް މެނުުވީއެވެ.
فإنه يجب عليها أن تحد عليه أربعة أشهر وعشرا ، إلا أن تكون حاملا فعلى وضع الحمل ؛ لثبوت السنة الصحيحة عن النبي -صلى الله عليه وسلم- بذلك .,ފަހެ އެކަނބުލޭގެ ފިރިމީހާއަށްޓަކައި ހަތަރު މަހާއި ދިހަ ދުވަސް އިޙްދާދުކުރުން އަންހެނާގެ މައްޗަށް ވާޖިބުވެގެންވެއެވެ. އެއީ އޭނާ ބަލިވެ އިންކަމުގައި ނުވާނަމައެވެ. ބަލިވެއިންނަމަ ވިހަންދެނެވެ. އެއީ ނަބިއްޔާ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَގެ އަރިހުން ޞައްޙަ ސުންނަތުން އެފަދައިން ސާބިތުވެފައިވާތީއެވެ.
أما الرجل فلا يجوز له أن يحد على أحد من الأقارب أو غيرهم .,ދެންފަހެ ގާތްތިމާގެ މީހަކަށްވެސް ނުވަތަ އެހެންމީހަކު (މަރުވެގެންވެސް) ފިރިހެނަކު އިޙްދާދުކުރުން އެއީ ހުއްދަވެގެންވާ ކަމެއްނޫނެވެ.
ثاني عشر: يشرع للرجال زيارة القبور بين وقت وآخر للدعاء لهم، والترحم عليهم، وتذكر الموت وما بعده؛,ބާރަވަނައަށް: ފިރިހެނުން ގަބުރުސްތާނަށް ދޭތެރެ ދޭތެރެއިން ޒިޔާރަތްކުރުން ޝަރުޢުވެގެންވެއެވެ. އެއީ އެތަނުގެ އަހުލުވެރިންނަށް ރަޙްމަތްލެއްވުން އެދި ދުޢާކޮށް އަދި މަރާއި އޭގެ ފަހުން ވާނޭ ކަންތައްތައް ހަނދާނަށް ގެނަސްގަތުމަށްޓަކައިއެވެ.
لقول النبي -صلى الله عليه وسلم-:,އެއީ ނަބިއްޔާ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ގެ ޙަދީޘަށްޓަކައިއެވެ:
(زوروا القبور ، فإنها تذكركم الآخرة) [11],“ތިޔަބައިމީހުން ގަބުރުސްތާނަށް ޒިޔާރަތްކުރާށެވެ. އެއީ ފަހެ، ތިޔަބައިމީހުންނަށް އާޚިރަތުގެމަތިން ހަނދުމަކޮށްދޭ ކަމެކެވެ.” [11]
أخرجه مسلم في صحيحه.,މި ޙަދީޘް ނެރުއްވީ މުސްލިމު އެކަލޭގެފާނުގެ ޞަޙީޙުގައިއެވެ.
وكان -صلى الله عليه وسلم- يعلم أصحابه إذا زاروا القبور أن يقولوا :,އަދި އެކަލޭގެފާނު صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ އެކަލޭގެފާނުގެ އަޞްޙާބުންނަށް ގަބުރުސްތާނަށް ޒިޔާރަތްކުރާއިރު މިހެން ކިޔުމަށް އުގަންނައިދެއްވާފައިވެއެވެ:
(السلام عليكم أهل الديار من المؤمنين والمسلمين ، وإنا إن شاء الله بكم لاحقون ، نسأل الله لنا ولكم العافية ، يرحم الله المتقدمين منا والمستأخرين) [12],"«السَّلَامُ عَلَيكم أَهْل ‌الدِّيَارِ ‌مِنَ ‌الْمُؤْمِنِينَ ‌وَالْمُسْلِمِينَ، وَإِنَّا إِنْ شَاءَ اللهُ بِكُمْ لَاحِقُونَ،نَسْأَلُ اللهَ لَنَا وَلَكُمُ الْعَافِيَةَ، يَرْحَمُ اللهُ الْمُتَقدِّمِينَ مِنَّا وَالْمُسْتَأْخِرِينَ»
 (މާނައީ: އޭ މުއުމިނުންނާއި މުސްލިމުންގެ ތެރެއިން މި މަހާނަތަކުގެ އަހުލުވެރިންނޭވެ! ތިޔަބައިމީހުންގެ މައްޗަށް ސަލާމަތްކަންހުއްޓެވެ. އަދި ހަމަކަށަވަރުން އަހަރުމެންނީ ﷲ އިރާދަކުރެއްވިއްޔާ ތިޔަބައިމީހުންނާ އަރާހަމަކުރާނޭ މީހުންނެވެ. ﷲގެ ޙަޟްރަތުން އަހަރުމެންނަށާއި ތިޔަބައިމީހުންނަށް ޢާފިޔަތު ދެއްވުމަށް އެދި ދަންނަވަމެވެ. އަދި އަހަރުމެންގެ ތެރެއިން ކުރިން ދިޔަމީހުންނަށާއި ފަހުން ދާނެ މީހުންނަށް ﷲ ރަޙްމަތްލައްވާށިއެވެ!) [12]"
أما النساء فليس لهن زيارة القبور ؛ لأن الرسول -صلى الله عليه وسلم- لعن زائرات القبور ، ولأنهن يخشى من زيارتهن الفتنة وقلة الصبر ، وهكذا لا يجوز لهن اتباع الجنائز إلى المقبرة ؛ لأن الرسول -صلى الله عليه وسلم- نهاهن عن ذلك.,ދެންފަހެ އަންހެނުންގެ މައްޗަކަށް ގަބުރުސްތާނަށް ޒިޔާރަތް ކުރުމެއްނުވެއެވެ. އެހެނީ ޤަބުރުތަކަށް ޒިޔާރަތްކުރާ އަންހެނުންނަށް ﷲ ގެ ރަސޫލާ صَلّى اللهُ عَلَيْهِ وسَلَّم ލަޢުނަތް ދެއްވާފައިވާތީއެވެ. އަދި އެއީ އެކަނބަލުން އެތަނަށް ގޮސްފިނަމަ ފިތުނަވެރިވެ، އަދި ކެތްތެރިކަން ކޮޅުންލާފާނޭކަމުގެ ބިރު އޮތީމައެވެ. ހަމަ މިފަދައިން، ޖަނާޒާގެ ފަހަތުން ގަބުރުސްތާނަށް ދިޔުންވެސް އެކަނބަލުންނަށް ހުއްދައެއް ނޫނެވެ. އެހެނީ رَسُولُ اللَّهِ صَلّى اللهُ عَلَيْهِ وسَلَّم އެކަނބަލުންނަށް އެކަން މަނާކުރައްވާފައިވާތީއެވެ.
أما الصلاة على الميت في المسجد، أو في المصلى فهي مشروعة للرجال وللنساء جميعا .,ދެންފަހެ މިސްކިތެއްގައި، ނުވަތަ ނަމާދުކުރާ މުޞައްލާއެއްގައިވިޔަސް ކަށުނަމާދުކުރުން އެއީ ފިރިހެނުންނަށާއި އަންހެނުންނަށްވެސް ޝަރުޢުވެގެންވާކަމެކެވެ.
