bodyAR,bodyDV
(ألا أخبركم بما هو أخوف عليكم عندي من المسيح الدجال ؟) قالوا : بلى يا رسول الله ، قال : (الشرك الخفي ، يقوم الرجل فيصلي فيزين صلاته لما يرى من نظر الرجل إليه } [6],"""މަސީޙުއް ދައްޖާލަށް ވުރެ ބޮޑަށް ތިމަން ކަލޭގެފާނު ތިޔަބައިމީހުންގެ މައްޗަށް ބިރުވެތިވެލައްވާ ކަމެއްގެ ޚަބަރު ތިމަންކަލޭގެފާނު ތިޔަބައިމީހުންނަށް ދެއްވަން ހެއްޔެވެ؟"" އަޞްޙާބުބޭކަލުން ދެންނެވިއެވެ: ""އާދޭހެވެ! އޭ االله ގެ ރަސޫލާއެވެ!"" ޙަދީޘްކުރެއްވިއެވެ: ""އެއީ ފޮރުވިފައިވާ ޝިރުކެވެ. (އޭގެ މިސާލަކީ) މީހަކު ނަމާދުކުރަން ތެދުވެ، ދެން މީހަކު ބަލާ ތަން ފެނުމުން (އެ މީހާއަށް ދެއްކުމަށް ޓަކައި) އޭނާގެ ނަމާދު ޒީނަތްތެރިކުރުމެވެ."" [6]"
رواه الإمام أحمد في مسنده ، عن أبي سعيد الخدري رضي الله عنه .,ރިވާކުރެއްވީ الإمام أحمد އެކަލޭގެފާނުގެ މުސްނަދުގައި ، أبو سعيد الخدري رضي الله عنه ގެ އަރިހުންނެވެ.
[6] أخرجه ابن ماجه برقم (4204) والإمام أحمد (3/ 30).,[6] މި ޙަދީޘް ނެރުއްވީ އިބްނު މާޖާ، ނަންބަރު (4204) ގައި، އަދި އިމާމް އަޙްމަދު (3/ 30) ގައިއެވެ.
ويجوز أن يقسم الشرك إلى نوعين فقط :,އަދި ޝިރުކު ހަމައެކަނި ދެ ބަޔަކަށް ބަހާލުންވެސް މައްސަލައެއް ނޫނެވެ:
أكبر وأصغر ، أما الشرك الخفي فإنه يعمهما؛,އެއީ ބޮޑު ޝިރުކާއި ކުޑަ ޝިރުކެވެ. އެހެނީ ވަންހަނާވެގެންވާ ޝިރުކު ދެބައިގައި އެކުލެވިފައިވާތީއެވެ؛
فيقع في الأكبر ، كشرك المنافقين ؛ لأنهم يخفون عقائدهم الباطلة ، ويتظاهرون بالإسلام رياء ، وخوفا على أنفسهم .,އެގޮތުން ބޮޑު ޝިރުކުގައިވެސް އެކަން ވެއެވެ. މިސާލަކަށް މުނާފިޤުންގެ ޝިރުކެވެ. އެހެނީ އެބައިމީހުންގެ ބާޠިލު ޢަޤީދާތައް ވަންހަނާކޮށް، އަދި ކަންދައްކަންވެގެން އަދި ލިބިދާނޭ ގެއްލުމަކަށް ބިރުން އިސްލާމްކަން ބޭރުފުށުން ދައްކައެވެ.
ويكون في الشرك الأصغر ، كالرياء ، كما في حديث محمود بن لبيد الأنصاري المتقدم ، وحديث أبي سعيد المذكور . والله ولي التوفيق .,އަދި ވަންހަނާވެގެންވާ ޝިރުކު، ކުޑަ ޝިރުކަށްވެސް ވަދެއެވެ. މިސާލަކަށް ދެއްކުންތެރިކަމެވެ. އެއީ އިސްވެދިޔަ محمود بن لبيد الأنصاريގެ ޙަދީޘް އާއި ބަޔާންކުރެވުނު أبو سعيد ގެ ޙަދީޘްގައި އައިސްފައިވާ ފަދައިންނެވެ. ތައުފީޤުދެއްވާ ފަރާތަކީ މާތް الله އެވެ.
الدرس الخامس: الإحسان,ފަސްވަނަ ފިލާވަޅު: އިޙުސާންތެރިކަން
ركن الإحسان ، وهو : أن تعبد الله كأنك تراه ، فإن لم تكن تراه فإنه يراك .,އިޙުސާންތެރިކަމުގެ ރުކުން: އެއީ ﷲ ދެކެދެކެހުރެގެން އަޅުކަންކުރާފަދައިން ތިބާ އެކަލާނގެއަށް އަޅުކަންކުރުމެވެ. އެހެނީ ތިބާއަށް އެކަލާނގެ ފެންނަކަމުގައި ނުވިޔަސް އެކަލާނގެ ތިބާ ދެކެވޮޑިގެންވެއެވެ.
الدرس السادس: شروط الصلاة,ހަވަނަ ފިލާވަޅު: ނަމާދުގެ ޝަރުޠުތައް
وهي تسعة :,އެއީ ނުވައެކެވެ:
الإسلام ، والعقل ، والتمييز ، ورفع الحدث ، وإزالة النجاسة ، وستر العورة ، ودخول الوقت ، واستقبال القبلة ، والنية .,މުސްލިމަކަށްވުން، ބުއްދި ހުރުން، ހެޔޮނުބައި ވަކިކުރަން އެނގުން، ދެ ހަދަޘުން ޠާހިރުވުން، ނަޖިހުން ޠާހިރުވުން، ޢައުރަ ނިވައިކުރުން، ވަގުތު ވަނުން، ގިބުލައަށް ކުރިމަތިލުން، ނިޔަތްގަތުން މިއެވެ.
الدرس السابع: أركان الصلاة,ހަތްވަނަ ފިލާވަޅު: ނަމާދުގެ ރުކުންތައް
وهي أربعة عشر :,އެއީ ސާދައެވެ:
القيام مع القدرة ، وتكبيرة الإحرام ، وقراءة الفاتحة ، والركوع ، والاعتدال بعد الركوع ، والسجود على الأعضاء السبعة ، والرفع منه ، والجلسة بين السجدتين ، والطمأنينة في جميع الأفعال ، والترتيب بين الأركان ، والتشهد الأخير ، والجلوس له ، والصلاة على النبي -صلى الله عليه وسلم-، والتسليمتان .,ކުޅަދާނަވެގެންވާ ނަމަ ކޮޅަށް ހުރުން، ހަށަންބަން ތަކުބީރުކިޔުން، ފާތިޙާ ސޫރަތް ކިޔެވުން، ރުކޫޢު ކުރުން، ރުކޫޢިން ތެދުވެ އިޢުތިދާލަށް ހުރުން، ހަތް ގުނަވަންމަތީ ސަޖިދަކުރުން، ސަޖިދައިން ތެދުވުން، ދެ ސަޖިދަ ދެމެދު އިށީދެގެން އިނުން، ހުރިހާ ޙަރަކާތެއްގައި ހަމަހިމޭންވުން، ރުކުންތައް ތަރުތީބުކުރުން، ފަހު އައްތަޙިއްޔާތު ކިޔުން، ފަހު އައްތަޙިއްޔާތަށް އިށީންނުން، ނަބިއްޔާ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ ގެ މައްޗަށް ޞަލަވާތްކިޔެވުން، ދެ ފަހަރު ސަލާމް ދިނުން.
الدرس الثامن: واجبات الصلاة,އަށްވަނަ ފިލާވަޅު: ނަމާދުގެ ވާޖިބުތައް
وهي ثمانية :,އެއީ އަށެކެވެ:
جميع التكبيرات غير تكبيرة الإحرام ، وقول : (سمع الله لمن حمده) للإمام والمنفرد ، ، وقول : (ربنا ولك الحمد) للكل ، وقول : (سبحان ربي العظيم) في الركوع ، وقول : (سبحان ربي الأعلى) في السجود ، وقول : (رب اغفر لي) بين السجدتين ، والتشهد الأول ، والجلوس له .,ހަށަންބަން ތަކުބީރު ފިޔަވައި އެހެން ހުރިހާ ތަކުބީރުތައް ކިޔުން، އިމާމު މީހާއާއި އެކަނި ނަމާދު ކުރާ މިހާ (سمع الله لمن حمده) ގެ ކަލިމަ ކިޔުން، (ربنا ولك الحمد) ގެ ކަލިމަ ކިޔުން (ހުރިހާ މީހުން)، ރުކޫޢުގައި (سبحان ربي العظيم)ގެ ކަލިމަ ކިޔުން، ސަޖިދައިގައި (سبحان ربي الأعلى) ގެ ކަލިމަ ކިޔުން، ދެ ސަޖިދަ ދެމެދު (رب اغفر لي) ގެ ކަލިމަ ކިޔުން، ފުރަތަމަ އައްތަޙިއްޔާތު ކިޔުން، ފުރަތަމަ އައްތަޙިއްޔާތަށް އިށީންނުން މިއެވެ.
الدرس التاسع: بيان التشهد,ނުވަނަ ފިލާވަޅު: ތަޝައްހުދު (އައްތަޙިއްޔާތު) ބަޔާންކުރުން
وهو أن يقول :,އެއީ އަންނަނިވި ފަދައިން ކިޔުމެވެ:
(التحيات لله ، والصلوات والطيبات ، السلام عليك أيها النبي ورحمة الله وبركاته ، السلام علينا وعلى عباد الله الصالحين ، أشهد ألا إله إلا الله ، وأشهد أن محمدا عبده ورسوله) .,"(التَّحِيَّاتُ لِلَّهِ وَالصَّلَوَاتُ وَالطَّيِّبَاتُ، السَّلَامُ عَلَيْكَ أَيُّهَا النَّبِيُّ وَرَحْمَةُ اللَّهِ وَبَرَكَاتُهُ، السَّلاَمُ عَلَيْنَا وَعَلَى عِبَادِ اللَّهِ الصَّالِحِينَ، أَشْهَدُ أَنْ لَا إِلٰهَ إِلَّا اللَّهُ وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ)
 (މާނައީ: ހެޔޮވެގެންވާ މަތިވެރިކުރެވޭ ތަޙިއްޔާތަކާއި، ޞަލަވާތްތައްވަނީ ﷲ އަށެވެ. އޭ ނަބިއްޔާއެވެ. ކަލޭގެފާނުގެ މައްޗަށް ސަލާމްހުއްޓެވެ. އަދި ﷲ ގެ ރަޙްމަތާއި ބަރަކާތްހުއްޓެވެ. އަޅަމެންގެ މައްޗަށާއި، އަދި ﷲ ގެ ޞާލިޙު އަޅުތަކުންނަށް ސަލާމްހުއްޓެވެ. ﷲ ފިޔަވައި ޙައްޤުވެގެން އަޅުކަންވެވޭ އިލާހަކު ނުވާކަމަށާއި، އަދި މުޙައްމަދުގެފާނީ ﷲ ގެ އަޅާ އަދި ރަސޫލާކަމަށް އަޅު ހެކިވަމެވެ.)"
ثم يصلي على النبي -صلى الله عليه وسلم- ويبارك عليه ، فيقول :,ދެން ނަބިއްޔާ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ އަށް ޞަލަވާތް ކިޔަވައި ބަރަކާތްލެއްވުން އެދި ދުޢާކުރާނީއެވެ. އެގޮތުން އޭނާ މިހެން ކިޔާހުށިއެވެ:
(اللهم صل على محمد ، وعلى آل محمد ، كما صليت على إبراهيم وعلى آل إبراهيم ، إنك حميد مجيد ، وبارك على محمد ، وعلى آل محمد ، كما باركت على إبراهيم ، وعلى آل إبراهيم إنك حميد مجيد) .,"«اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَعَلَى آلِ مُحَمَّدٍ، كَمَا صَلَّيْتَ عَلَى إبراهيم، وعلى آلِ إِبْرَاهِيمَ، إِنَّكَ حَمِيدٌ مَجِيدٌ، وَبَارِكْ عَلَى مُحَمَّدٍ وَعَلَى آلِ مُحَمَّدٍ، كَمَا بَارَكْتَ عَلَى إبراهيم، وعلى آلِ إِبْرَاهِيمَ، إِنَّكَ حَمِيدٌ مَجِيدٌ».
 (އޭ ﷲ! މުޙައްމަދުގެފާނު މައްޗަށާއި އަދި މުޙައްމަދުގެފާނުގެ އާލުންގެ މައްޗަށް ޞަލަވާތް ލައްވާށިއެވެ! އެއީ އިބައިލާހު އިބްރާހީމުގެފާނަށާއި އެކަލޭގެފާނުގެ އާލުންގެ މައްޗަށް ޞަލަވާތް ލެއްވި ފަދައިންނެވެ. ހަމަކަށަވަރުން އިބައިލާހުއީ ޙަމްދުލިބިވޮޑިގެންވާ މާތްވަންތަ އިލާހެވެ. އަދި މުޙައްމަދުގެފާނު މައްޗަށާއި، އަދި މުޙައްމަދުގެފާނުގެ އާލުންގެ މައްޗަށް ބަރަކާތް ލައްވާށިއެވެ! އެއީ އިބައިލާހު އިބްރާހީމްގެފާނަށާއި އެކަލޭގެފާނުގެ އާލުންގެ މައްޗަށް ބަރަކާތް ލެއްވި ފަދައިންނެވެ. ހަމަކަށަވަރުން އިބައިލާހުއީ ޙަމްދުލިބިވޮޑިގެންވާ މާތްވަންތަ އިލާހެވެ. )"
ثم يستعيذ بالله في التشهد الأخير من عذاب جهنم ، ومن عذاب القبر ، ومن فتنة المحيا والممات ، ومن فتنة المسيح الدجال ، ثم يَتَخير من الدعاء ما شاء ، ولا سيما المأثور من ذلك ، ومنه :,ދެން ފަހު އައްތަޙިއްޔާތުގައި ޖަހަންނަމައިގެ ޢަޛާބުންނާއި، ގަބުރުގެ ޢަޛާބުންނާއި، ދިރިހުރުމާއި މަރުވުމުގެ ފިތުނައިންނާއި، މަސީޙުއް ދައްޖާލުގެ ފިތުނައިން ރައްކާތެރިކޮށްދެއްވުމަށް އެދި ﷲ ގެ ޙަޟްރަތަށް ދަންނަވާނީއެވެ. ދެން އެއަށްފަހު އެ މީހަކު ބޭނުންވާ ދުޢާއެއްކުރާނީއެވެ. ޚާއްޞަކޮށް ސުންނަތުން އައިސްފައިވާ ދުޢާތަކެވެ. އޭގެ ތެރޭގައި އަންނަނިވި ދުޢާވެއެވެ:
(اللهم أَعِني على ذكرك وشكرك وحسن عبادتك ، اللهم إني ظلمت نفسي ظلما كثيرا ، ولا يغفر الذنوب إلا أنت ، فاغفر لي مغفرة من عندك ، وارحمني إنك أنت الغفور الرحيم) .,"(اللهم أَعِني على ذكرك وشكرك وحسن عبادتك ، اللهم إني ظلمت نفسي ظلما كثيرا ، ولا يغفر الذنوب إلا أنت ، فاغفر لي مغفرة من عندك ، وارحمني إنك أنت الغفور الرحيم
 އޭ ﷲ! އިބައިލާހުގެ ހަނދުމަކޮށް ޛިކުރުކުރުމާއި، އިބައިލާހަށް ޝުކުރުކުރުމާއި، އަދި އިބައިލާހަށް ރިވެތިކޮށް އަޅުކަންކުރުމުގެ މައްޗަށް މިއަޅާއަށް ވާގިވެރިވޮޑިގަންނަވާނދޭވެ! އޭ ﷲ! ހަމަކަށަވަރުން މިއަޅާވަނީ މިއަޅާގެ އަމިއްލަ ނަފުސަށް ގިނަވެގެންވާ އަނިޔާވެރިވުމަކުން އަނިޔާވެރިވެފައެވެ. އަދި އިބައިލާހު ފިޔަވައި ފާފަތައް ފުއްސަވާނެ އެހެން އެއްވެސް ފަރާތެއް ނުވެއެވެ. ފަހެ އިބައިލާހުގެ ޙަޟުރަތުންވާ ފާފަފުއްސެވުމަކުން މިއަޅާއަށް ފާފަފުއްސަވާނދޭވެ! އަދި މިއަޅާއަށް ރަޙުމްކުރައްވާށިއެވެ. ހަމަކަށަވަރުން އިބައިލާހުއީ ގިނަގިނައިން ފާފަފުއްސަވާ އޯގާވަންތަ ރަސްކަލާނގެއެވެ."
أما في التشهد الأول فيقوم بعد الشهادتين إلى الثالثة في الظهر والعصر والمغرب والعشاء ، وإن صلى على النبي -صلى الله عليه وسلم- فهو أفضل ؛ لعموم الأحاديث في ذلك ، ثم يقوم إلى الثالثة .,ދެންފަހެ ފުރަތަމަ އައްތަޙިއްޔާތުގައި ޝަހާދަތުގެ ދެކަލިމަ ނިމުމުން ތިންވަނަ ރަކުޢަތަށް ތެދުވާނީއެވެ. އެއީ މެންދުރު ނަމާދާއި ޢަޞްރު ނަމާދާއި މަޣުރިބު ނަމާދާއި ޢިޝާ ނަމާދުގައިއެވެ. އަދި އޭނާ ނަބިއްޔާ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ އަށް ޞަލަވާތް ކިޔަވައިފިނަމަ އެގޮތް މޮޅުއިތުރުވެގެންވެއެވެ. އެއީ އެކަމުގައިވާ ޙަދީޘްތައް ޢާއްމުކޮށް ވާތީއެވެ. ދެން އެއަށްފަހު ތިންވަނަ ރަކުޢަތަށް ތެދުވާނީއެވެ.
الدرس العاشر: سنن الصلاة,ދިހަވަނަ ފިލާވަޅު: ނަމާދުގެ ސުންނަތްތައް
ومنها :,އޭގެތެރޭގައި ހިމެނެނީ :
1- الاستفتاح .,1- دعاء الإستفتاح ކިޔުން.
2- جعل كف اليد اليمنى على اليسرى فوق الصدر حين القيام ، قبل الركوع وبعده .,2- ރުކޫޢުގެ ކުރިން އަދި ރުކޫޢުގެ ފަހުންވެސް ޤިޔާމުގައި ކޮޅަށް ހުންނަ ވަގުތުގައި މޭމަތީގައި ވައަތްމަތީ ކަނާތުގެ އަތްތިލަ ބާއްވައިގެން ހަށަންބަނުން
3- رفع اليدين مضمومتي الأصابع ممدودة حذو المنكبين أو الأذنين عند التكبير الأول ، وعند الركوع ، والرفع منه ، وعند القيام من التشهد الأول إلى الثالثة .,3- ހަށަންބަން ތަކުބީރު ކިޔާ ހިނދުގައްޔާއި، ރުކޫޢަށް ދާ ހިނދުގައްޔާއި، ރުކޫޢިން ތެދުވާ ހިނދުގައްޔާއި، ފުރަތަމަ އައްތަޙިއްޔާތުން ތިންވަނަ ރަކުޢަތަށް ތެދުވާހިނދުގައި އަތުގެ އިނގިލިތައް ކައިރިކޮށްގެން ތެދަށް ބަހައްޓައިގެން ދެއަތް ދެކޮނޑާ ހަމަޔަށް ނުވަތަ ކަންފަތާ ހަމަޔަށްވާގޮތަށް އަތްނެގުމެވެ.
4- ما زاد عن واحدة في تسبيح الركوع والسجود .,4- ރުކޫޢާއި ސަޖިދައިގައި ތަސްބީޙަ އެއްފަހަރަށްވުރެ ގިނައިން ކިޔުން.
5- ما زاد على قول : (ربنا ولك الحمد) بعد القيام من الركوع ، وما زاد عن واحدة في الدعاء بالمغفرة بين السجدتين .,5- ރުކޫޢުން ތެދުވެ (ربنا ولك الحمد) މި ކަލިމައަށްވުރެ އިތުރަށް ކިއުން. އަދި ދެ ސަޖިދަ ދެމެދު ފާފަ ފުއްސެވުމަށް އެދި ދުޢާކުރުމުގެ އިތުރަށް ކިޔުން.
6- جعل الرأس حيال الظهر في الركوع .,6- ރުކޫގައި ބޯ ބުރަކަށްޓާ އެއްވަރަށް ބެހެއްޓުން.
7- مجافاة العضدين عن الجنبين ، والبطن عن الفخذين ، والفخذين عن الساقين في السجود .,7- ސަޖިދާގައި ދެ އަތުގެ މުލައްދަނޑި އަރިކަށިން ފޭކޮށް، އަދި ބަނޑު މާކަޅުވާ މަސްގަނޑުން ފޭކޮށް، އަދި މާކަޅުވާ މަސްގަނޑު ކަށިމައްޗާ ފޭކޮށްފައި ބެހެއްޓުން.
8- رفع الذراعين عن الأرض حين السجود .,8- ސަޖިދައިގައި އޮންނައިރު ދެ އަތްދަނޑި ބިންމަތީގައި ނުޖެހޭވަރަށް އުފުލައިފައި ބެހެއްޓުން.
9- جلوس المصلي على رجله اليسرى مفروشة ، ونصب اليمنى في التشهد الأول وبين السجدتين .,9- ފުރަތަމަ އައްތަޙިއްޔާތާއި ދެ ސަޖިދަ ދެމެދު އިންނަ ހިނދު ވައަތު ފައި ފަތުރައިންގެން ވައަތު ފައިތިލަ މަތީ އިނދެ، ކަނާތު ފައިތިލަ ވިއްދައިގެން އިނުން.
10- التورك في التشهد الأخير في الرباعية والثلاثية وهو : الجلوس على مقعدته وجعل رجله اليسرى تحت اليمنى ونصب اليمنى .,"10- ތިން ރަކުޢަތާއި ހަތަރު ރަކުޢަތް ނަމާދުގައި ފަހު އައްތަޙިއްޔާތުގައި ތަވައްރުކަށް އިނުމެވެ. 
 ތަވައްރުކަށް އިނުމަކީ: އެއީ ބުޑުމަސްގަނޑުގެ ޖައްސައިގެން އިނދެ، ކަނާތު ފައި ދަށުގައި ވާތު ފައި ބާއްވާ، ކަނާތުފައި ބިންމަތީ ވިއްދައިގެން އިނުމެވެ."
11- الإشارة بالسبابة في التشهد الأول والثاني من حين جلس إلى نهاية التشهد وتحريكها عند الدعاء .,11- ފުރަތަމަ އައްތަޙިއްޔަތާއި ދެވަނަ އައްތަޙިއްޔާތުގައި އިށީންނުމަށްފަހު ނިމެންދެން ކަނާތުގެ ޝަހާދަތް އިނގިލިން އިޝާރާތްކޮށްގެން އިނުން. އަދި ދުޢާ ކުރާއިރު އިނގިލި ޙަރަކާތްކުރުން.
12- الصلاة والتبريك على محمد ، وآل محمد ، وعلى إبراهيم ، وآل إبراهيم في التشهد الأول .,12- ފުރަތަމަ އައްތަޙިއްޔާތުގައި މުޙައްމަދުގެފާނަށާއި މުޙައްމަދުގެފާނުންގެ އާލުންނާއި، އަދި އިބުރާހީމުގެފާނާއި އިބުރާހީމުގެފާނުގެ އާލުންނަށް ޞަލަވާތާއި ބަރަކާތް ލެއްވުންއެދި ދުޢާކުރުން.
13- الدعاء في التشهد الأخير .,13- ފަހު އައްތަޙިއްޔާތުގައި ދުޢާކުރުން.
14- الجهر بالقراءة في صلاة الفجر ، وصلاة الجمعة ، وصلاة العيدين ، والاستسقاء ، وفي الركعتين الأوليين من صلاة المغرب والعشاء .,14- ފަތިސް ނަމާދާއި، ހުކުރު ނަމާދާއި، ދެ ޢީދު ނަމާދާއި، އިސްތިސްޤާ ނަމާދާއި، މަޣުރިބު ނަމާދު އަދި ޢިޝާ ނަމާދުގެ ފުރަތަމަ ދެ ރަކުޢަތުގައި އަޑުހަރުކޮށް ކިޔެވުން.
15- الإسرار بالقراءة في الظهر ، والعصر ، وفي الثالثة من المغرب ، والأخيرتين من العشاء .,15- މެންދުރު ނަމާދާއި، ޢަޞްރު ނަމާދާއި، މަޣުރިބު ނަމާދުގެ ތިންވަނަ ރަކުޢަތުގައްޔާއި، ޢިޝާ ނަމާދުގެ ފަހު ދެ ރަކުޢަތުގައި ސިއްރުން ކިޔެވުން.
16- قراءة ما زاد عن الفاتحة من القرآن ، مع مراعاة بقية ما ورد من السنن في الصلاة سوى ما ذكرنا ، ومن ذلك : ما زاد على قول المصلي : (ربنا ولك الحمد) ، بعد الرفع من الركوع في حق الإمام ، والمأموم ، والمنفرد ، فإنه سنة ، ومن ذلك أيضا : وضع اليدين على الركبتين مفرجتي الأصابع حين الركوع .,16- ފާތިޙާ ސޫރަތުގެ އިތުރުން ޤުރުއާނުން ބައެއް ކިޔެވުމެވެ. އަދި އަހަރުމެން ބަޔާންކުރި ސުންނަތްތައް ފިޔަވައި ނަމާދުގައި އައިސްފައިވާ އެހެން ސުންނަތްތަކަށްވެސް ރިޢާޔަތްކުރުމާ އެކުގައިއެވެ. އޭގެތެރޭގައި: ރުކޫޢުން ތެދުވަމުން ربنا ولك الحمد އަށްފަހު އިތުރަށް ކިޔާބައިވެއެވެ. އެއީ އިމާމާއި މައުމޫމާއި އަދި ވަކިން ނަމާދުކުރާ މީހާ ކަމުގައި ވިޔަސްމެއެވެ. ފަހެ ހަމަކަށަވަރުން އެގޮތަށް އިތުރުކުރެވޭ ތަކެއްޗަކީ ސުންނަތެވެ. އަދިވެސް ސުންނަތެއްގެ ގޮތުގައި ހިމެނޭ އެއްކަމަކީ: ރުކޫޢުގައި އަތުގެ އިނގިލިތައް ފޭކޮށް އަތަށް ބާރުލައި ދެ ކަކުލުގައި ހިފެހެއްޓުމެވެ.
الدرس الحادي عشر: مبطلات الصلاة,އެގާރަވަނަ ފިލާވަޅު: ނަމާދު ބާޠިލުވާ ކަންކަން
وهي ثمانية :,އެއީ އަށެކެވެ:
1- الكلام العمد مع الذكر والعلم ، أما الناسي والجاهل فلا تبطل صلاته بذلك .,1- (ޙުކުމް) އެނގިހުރެ ހަނދާންހުރެ ގަސްތުގައި ވާހަކަ ދެއްކުމެވެ. ދެންފަހެ ހަނދާންނެތިގެން އަދި ނޭނގިގެން އެކަންކުރާ މީހާގެ ނަމާދު އެކަމުން ބާޠިލުނުވެއެވެ.
2- الضحك .,2- ހުނުމެވެ.
3- الأكل .,3- ކެއުމެވެ.
4- الشرب .,4- ބުއިމެވެ.
5- انكشاف العورة .,5- ޢައުރަ ކަޝްފުވުމެވެ.
6- الانحراف الكثير عن جهة القبلة .,6- ބޮޑު ތަނުން ޤިބުލައިން ފޭވުން.
7- العبث الكثير المتوالي في الصلاة .,7- ނަމާދުގައި ބޭކާރު ކަންކަން ފުލުފުލުން ކުރުން ގިނަކުރުން.
8- انتقاض الطهارة .,8- ޠަހާރަތު ގެއްލުން.
الدرس الثاني عشر: شروط الوضوء,ބާރަވަނަ ފިލާވަޅު: ވުޟޫގެ ޝަރުޠުތައް
وهي عشرة :,އެއީ ދިހައެކެވެ:
الإسلام ، والعقل ، والتمييز ، والنية ، واستصحاب حكمها بأن لا ينوي قطعها حتى تتم طهارته ، وانقطاع موجب الوضوء ، واستنجاء أو استجمار قبله ، وطهورية ماءه وإباحته ، وإزالة ما يمنع وصوله إلى البشرة ، ودخول وقت الصلاة في حق من حدثه دائم .,މުސްލިމަކަށް ވުމާއި، ބުއްދި ހުރުމާއި، ހެޔޮނުބައި ވަކިކުރަން އެނގުމާއި، ނިޔަތްގަތުމާއި، ވުޟޫ ފުރިހަމަވަންދެން މެދުކަނޑައިލުމަށް ނިޔަތްނުގަނެ ނިޔަތް މަތީގައި ހުރުމާއި، ވުޟޫކުރަންޖެހޭ ސަބަބު މެދުކެނޑުމާއި، ވުޟޫގެ ކުރިން އިސްތިޖްމާރު ނުވަތަ އިސްތިންޖާކޮށްފައިވުމާއި، ޠަހޫރު ހުއްދަ ފެންކަމުގައިވުމާއި، ހަމުގައި ފެންޖެހުން މަނާކުރާ ހުރަހެއް ނެތުމާއި، ދާއިމަށް ޙަދަޘްވެރިވެފައިވާ މީހާގެ ޙައްޤުގައި ނަމާދު ވަޤުތު ވަނުމެވެ.
الدرس الثالث عشر: فروض الوضوء,ތޭރަވަނަ ފިލާވަޅު: ވުޟޫގެ ފަރުޟުތައް
وهي ستة :,އެއީ ހަޔެކެވެ:
غسل الوجه ومنه المضمضة والاستنشاق ، وغسل اليدين مع المرفقين ، ومسح جميع الرأس ومنه الأذنان ، وغسل الرجلين مع الكعبين ، والترتيب ، والموالاة .,މޫނު ދޮވުމެވެ. އޭގެ ތެރޭގައި އަނގަޔަށް ފެންލުމާއި ނޭފަތަށް ފެންލުން ހިމެނެއެވެ. އަދި ދެއަތް ދެ އުޅަނބޮށްޓާއެކު ދޮވުމެވެ. އަދި މުޅި ބޮލުގައި ފެންފުހުމެވެ. އަދި އޭގައި ދެ ކަންފަތްވެސް ހިމެނެއެވެ. އަދި ދެފައިތިލަ ދެ ތަނބިކައްޓާއެކު ދޮވުމެވެ. އަދި (އިސްވެދިޔަ ފަރުޟުތައް) ތަރުތީބުން ކުރުމާއި މުވާލާތުކުރުމެވެ. (މެދުކެނޑުމެއް ނެތި ކުރުމެވެ.)
يستحب تكرار غسل الوجه ، واليدين ، والرجلين ثلاث مرات ، وهكذا المضمضة ، والاستنشاق ، والفرض من ذلك مرة واحدة ، أما مسح الرأس فلا يستحب تكراره كما دلت على ذلك الأحاديث الصحيحة .,މޫނާއި، ދެ އަތާއި، ދެ ފައި ދޮވުމުގައި ތިންފަހަރު ތަކުރާރު ކުރުން މުސްތަޙައްބުވެގެންވެއެވެ. އަދި އަނގަޔާއި ނޭފަތަށް ފެންލުމުގައިވެސްމެއެވެ. އަދި ފަރުޟުވެގެންވަނީ (ވުޟޫގެ ގުނަވަންތަކަށް ފެންލުމާއި ދޮވުމުގައި) އެއް ފަހަރެވެ. ދެންފަހެ ބޮލުގައި ފެންފުހުމަށް ބަލާއިރު ތަކުރާރުކުރުން އެދެވިގެން ނުވެއެވެ. އެއީ ޞައްޙަ ޙަދީޘްތަކުން ދަލީލުކުރި ގޮތަށެވެ.
الدرس الرابع عشر: نواقض الوضوء,ސާދަވަނަ ފިލާވަޅު: ވުޟޫ ގެއްލޭ ކަންތައް
وهي ستة :,އެއީ ހަޔެކެވެ:
الخارج من السبيلين ، والخارج الفاحش النجس من الجسد ، وزوال العقل بنوم أو غيره ، ومس الفرج باليد قبلًا كان أو دبرًا من غير حائل ، وأكل لحم الإبل ، والردة عن الإسلام ، أعاذنا الله والمسلمين من ذلك .,އެއީ ދެ ދޮރުންކުރެ ދޮރަކުން އެއްޗެއް ބޭރުވުން، އަދި ހަށިގަނޑުގެ އެހެން ތަނަކުން ނަޖިހެއް ވަރަށް ބޮޑަށް ބޭރުވުން، އަދި ނިދުމުން ނުވަތަ އެހެންގޮތަކުން ވިޔަސް ބުއްދި ފިލައިދިއުން، އަދި އާދަމުގެ ދަރިޔާގެ ލަދުވެތި ދެ ދޮރުންކުރެ ދޮރެއްގައި ހަންހުރަހަކާއި ނުލައި ބީހުން، އަދި ޖަމަލު މަސްކެއުން އަދި އިސްލާމްދީނުން މުރުތައްދު ވުން މިއެވެ. މުރުތައްދުވުމުގެ ނުރައްކަލުން އަހަރުމެންނާއި މުސްލިމު ކަތުން ﷲ ސަލާމަތް ކުރައްވާށިއެވެ.
